country,year,female,male
Estonia,2018,3.479636938,11.346642188
Estonia,2019,3.2406409540000003,11.304561466
Estonia,2020,3.459890096,12.335260341
Fiji,2001,12.59,42.36
Fiji,2002,42.22,68.32000000000001
Fiji,2003,5.69,10.43
Fiji,2004,11.75,78.74000000000001
Fiji,2005,8.53,44.3
Fiji,2006,12.66,18.11
Fiji,2007,4.42,16.04
Fiji,2008,15.54,31.94
Fiji,2009,26.47,25.2
Fiji,2011,11.47,95.5
Fiji,2012,27.67,63.91
Finland,1987,60.86,286.49
Finland,1988,65.79,288.25
Finland,1989,63.49,309.87
Finland,1990,69.94,326.28
Finland,1991,65.33,312.25
Finland,1992,62.66,287.21
Finland,1993,57.68,275.32
Finland,1994,62.23,268.01
Finland,1995,64.47,260.49
Finland,1996,58.11,231.54
Finland,1997,58.71,251.64
Finland,1998,56.71,244.72
Finland,1999,50.14,232.97
Finland,2000,60.19,205.46
Finland,2001,54.1,213.09
Finland,2002,53.86,201.66
Finland,2003,53.36,190.09
Finland,2004,52.25,191.7
Finland,2005,55.99,174.53
Finland,2006,52.77,181.03
Finland,2007,49.07,174.01
Finland,2008,46.76,173.53
Finland,2009,55.48,173.01
Finland,2010,50.1,165.11
Finland,2011,39.8,163.81
Finland,2012,42.54,144.47
Finland,2013,45.51,151.32
Finland,2014,39.13,138.03
Finland,2015,35.550000000000004,125.64
Finland,2017,3.866952156,11.092524728
Finland,2018,3.481082944,11.204735724
Finland,2019,3.241810445,10.268751519
Finland,2020,0.0,0.0
France,1985,82.14,266.76
France,1986,84.13,267.64
France,1987,80.6,250.43
France,1988,74.13,238.59
France,1989,74.29,238.24
France,1990,71.17999999999999,231.55
France,1991,71.25999999999999,226.84
France,1992,68.92999999999999,232.54
France,1993,72.72,239.97
France,1994,66.3,233.65
France,1995,66.24,226.38
France,1996,62.93,208.29
France,1997,60.87,205.46
France,1998,55.56,198.09
France,1999,56.22,189.61
France,2000,56.29,200.94
France,2001,53.63,186.31
France,2002,54.91,183.73
France,2003,52.72,188.59
France,2004,53.36,179.15
France,2005,52.09,180.0
France,2006,50.03,170.6
France,2007,47.29,166.4
France,2008,47.19,169.02
France,2009,47.35,168.89
France,2010,46.54,164.63
France,2011,44.47,166.71
France,2012,41.6,157.38
France,2013,40.33,152.0
France,2014,37.82,141.74
Georgia,1990,14.37,50.06
Georgia,1991,13.6,39.45
Georgia,1992,13.4,47.08
Georgia,1994,10.56,26.74
Georgia,1995,8.39,32.35
Georgia,1996,15.04,44.66
Georgia,1997,11.25,49.4
Georgia,1998,9.48,39.82
Georgia,1999,13.4,55.18
Georgia,2000,9.27,37.37
Georgia,2001,9.87,25.32
Georgia,2004,8.27,58.27
Georgia,2005,5.62,22.74
Georgia,2006,4.15,19.36
Georgia,2007,6.11,30.48
Georgia,2009,12.32,52.74
Georgia,2010,4.81,29.52
Georgia,2011,3.64,32.67
Georgia,2012,3.81,31.07
Georgia,2013,6.14,49.43
Georgia,2014,11.49,63.0
Georgia,2015,19.38,65.3
Georgia,2017,0.804720167,3.218880667
Georgia,2018,1.2075515449999998,5.501068146
Georgia,2019,1.021461167,5.994364223
Georgia,2020,0.832725354,4.593420503
Germany,1990,68.0,191.45
Germany,1991,66.79,191.32
Germany,1992,63.95,186.09
Germany,1993,56.42,179.08
Germany,1994,54.02,176.76999999999998
Germany,1995,55.41,178.17000000000002
Germany,1996,51.28,165.14
Germany,1997,49.97,160.99
Germany,1998,44.59,155.92
Germany,1999,44.48,144.76
Germany,2000,41.98,143.57
Germany,2001,42.64,143.14
Germany,2002,43.48,140.48
Germany,2003,42.62,138.62
Germany,2004,39.63,132.6
Germany,2005,37.55,123.94
Germany,2006,34.51,118.01
Germany,2007,32.79,113.73
Germany,2008,33.13,112.39
Germany,2009,31.55,113.97
Germany,2010,34.4,117.77
Germany,2011,34.08,118.74
Germany,2012,34.51,113.8
Germany,2013,35.2,117.88
Germany,2014,34.17,118.87
Germany,2015,35.23,115.11
Germany,2017,2.726931712,6.657633191
Germany,2018,2.760965453,6.683490422
Germany,2019,2.648840464,6.582988339
Germany,2020,2.728446652,6.610079878
Greece,1985,16.51,41.66
Greece,1986,13.8,47.41
Greece,1987,14.27,48.79
Greece,1988,15.42,44.7
Greece,1989,13.21,41.32
Greece,1990,9.39,42.1
Greece,1991,10.73,43.84
Greece,1992,9.03,39.9
Greece,1993,12.84,40.26
Greece,1994,8.71,38.13
Greece,1995,7.11,42.57
Greece,1996,8.379999999999999,36.75
Greece,1997,6.68,40.98
Greece,1998,8.52,39.75
Greece,1999,9.38,36.36
Greece,2000,9.65,35.21
Greece,2001,5.71,33.1
Greece,2002,7.43,30.92
Greece,2003,6.98,33.69
Greece,2004,6.03,34.89
Greece,2005,8.469999999999999,38.06
Greece,2006,6.95,38.46
Greece,2007,6.55,27.36
Greece,2008,5.66,34.64
Greece,2009,5.72,35.25
Greece,2010,4.15,35.75
Greece,2011,9.03,39.65
Greece,2012,9.34,43.98
Greece,2013,10.47,44.64
Greece,2014,11.21,48.61
Greece,2015,10.08,45.98
Greece,2017,0.95772268,3.905276951
Greece,2018,1.127376599,4.155454239
Greece,2019,0.858082324,4.08521802
Greece,2020,0.0,0.0
Grenada,1985,0.0,25.08
Grenada,1988,8.55,38.25
Grenada,1989,0.0,65.09
Grenada,1990,0.0,24.75
Grenada,1991,0.0,0.0
Grenada,1992,0.0,0.0
Grenada,1993,0.0,34.21
Grenada,1994,0.0,60.82
Grenada,1995,51.95,0.0
Grenada,1996,0.0,11.96
Grenada,2001,0.0,0.0
Grenada,2002,0.0,0.0
Grenada,2003,0.0,69.18
Grenada,2004,0.0,13.37
Grenada,2005,14.02,146.8
Grenada,2006,0.0,9.89
Grenada,2007,12.99,35.35
Grenada,2008,0.0,0.0
Grenada,2009,0.0,0.0
Grenada,2010,0.0,0.0
Grenada,2011,0.0,20.73
Grenada,2012,0.0,18.009999999999998
Grenada,2013,0.0,0.0
Grenada,2014,0.0,0.0
Grenada,2015,0.0,0.0
Grenada,2016,0.0,0.0
Grenada,2017,0.826986214,0.0
Grenada,2018,0.0,0.0
Grenada,2019,0.0,0.0
Grenada,2020,0.0,0.0
Guatemala,1986,5.2,37.64
Guatemala,1987,13.12,44.8
Guatemala,1988,4.43,42.81
Guatemala,1989,4.22,31.01
Guatemala,1990,3.72,30.35
Guatemala,1991,4.76,28.76
Guatemala,1992,7.16,31.09
Guatemala,1993,4.15,27.02
Guatemala,1994,2.7,23.2
Guatemala,1995,7.13,27.0
Guatemala,1996,3.89,26.16
Guatemala,1997,4.82,21.69
Guatemala,1998,7.17,29.89
Guatemala,1999,4.36,32.14
Guatemala,2000,4.08,23.34
Guatemala,2001,5.09,25.5
Guatemala,2002,11.05,29.48
Guatemala,2003,5.0600000000000005,32.28
Guatemala,2004,5.99,23.94
Guatemala,2005,4.96,27.65
Guatemala,2006,7.78,34.17
Guatemala,2007,5.96,34.31
Guatemala,2008,9.16,45.6
Guatemala,2009,11.19,46.38
Guatemala,2010,6.2,29.23
Guatemala,2011,8.54,26.15
Guatemala,2012,8.45,33.35
Guatemala,2013,8.39,32.3
Guatemala,2014,10.74,35.14
Guatemala,2015,11.0,33.85
Guatemala,2017,0.8143009649999999,2.505063273
Guatemala,2018,0.923719715,2.630460118
Guatemala,2019,0.945553808,2.908933051
Guatemala,2020,1.002471596,2.402372761
Guyana,1988,20.28,71.64
Guyana,1989,41.54,143.34
Guyana,1990,40.79,136.27
Guyana,1991,42.510000000000005,190.33
Guyana,1992,44.63,137.52
Guyana,1993,22.8,94.01
Guyana,1994,43.08,119.12
Guyana,1995,31.93,176.79
Guyana,1996,18.78,109.53
Guyana,1997,22.16,60.49
Guyana,1998,5.02,59.84
Guyana,1999,80.55000000000001,233.07
Guyana,2001,68.47,312.29
Guyana,2002,53.73,258.2
Guyana,2003,86.03999999999999,296.5
Guyana,2004,90.84,309.16
Guyana,2005,66.06,267.90000000000003
Guyana,2006,78.98,315.62
Guyana,2007,97.63,276.12
Guyana,2008,87.04,266.58
Guyana,2009,85.13,216.65
Guyana,2010,76.38,326.69
Guyana,2011,70.86,278.67
Guyana,2012,75.58,292.4
Guyana,2013,70.35000000000001,286.03
Hungary,1991,147.35,427.65
Hungary,1992,134.15,436.11
Hungary,1993,125.7,413.58
Hungary,1994,122.92,412.89
Hungary,1995,116.93,376.49
Hungary,1996,120.9,361.84
Hungary,1997,106.41,364.03
Hungary,1998,98.25,338.53
Hungary,1999,100.13,383.75
Hungary,2000,103.92,360.64
Hungary,2001,82.69,326.29
Hungary,2002,76.39,306.36
Hungary,2003,76.26,295.78
Hungary,2004,75.03999999999999,294.43
Hungary,2005,65.42,286.59000000000003
Hungary,2006,65.5,247.16
Hungary,2007,63.54,263.78000000000003
Hungary,2008,63.07,268.61
Hungary,2009,58.220000000000006,252.5
Hungary,2010,58.77,262.54
Hungary,2011,61.1,238.75
Hungary,2012,59.31,246.65
Hungary,2013,53.94,212.29
Hungary,2014,45.25,199.06
Hungary,2015,53.88,203.39
Hungary,2016,51.03,190.31
Hungary,2017,4.015134502,12.66861777
Hungary,2018,3.887243745,13.03249613
Hungary,2019,4.011813973,11.840991752
Hungary,2020,0.0,0.0
Iceland,1985,34.86,136.19
Iceland,1986,81.48,133.62
Iceland,1987,72.93,137.01
Iceland,1988,32.86,135.12
Iceland,1989,41.33,68.79
Iceland,1990,20.06,160.25
Iceland,1991,35.66,164.07
Iceland,1992,21.76,101.13
Iceland,1993,27.95,81.07
Iceland,1994,37.49,87.95
Iceland,1995,31.130000000000003,98.53
Iceland,1996,28.97,148.38
Iceland,1997,28.19,135.83
Iceland,1998,35.400000000000006,105.69
Iceland,1999,31.96,96.96
Iceland,2000,29.83,178.16
Iceland,2001,27.380000000000003,135.68
Iceland,2002,45.32,85.92
Iceland,2003,25.58,75.39
Iceland,2004,38.07,130.74
Iceland,2005,27.74,87.26
Iceland,2006,31.88,74.51
Iceland,2007,34.0,129.29
Iceland,2008,37.98,98.11
Iceland,2009,17.88,105.85
Iceland,2010,31.71,152.56
Iceland,2011,18.380000000000003,74.57000000000001
Iceland,2012,38.67,106.74
Iceland,2013,62.59,158.65
Iceland,2014,42.41,155.55
Iceland,2015,45.69,94.96
Iceland,2016,14.68,123.39
Iceland,2017,0.582411182,9.318578916
Iceland,2018,1.4175509819999998,8.221795698
Iceland,2019,1.941408298,8.875009361
Iceland,2020,4.093182669,8.732123025
Ireland,1985,21.04,81.12
Ireland,1986,23.2,81.67999999999999
Ireland,1987,24.46,70.96000000000001
Ireland,1988,24.58,88.66
Ireland,1989,25.3,85.26
Ireland,1990,29.39,96.29
Ireland,1991,22.13,104.4
Ireland,1992,21.98,115.89
Ireland,1993,22.880000000000003,94.27
Ireland,1994,29.42,113.4
Ireland,1995,27.26,116.58
Ireland,1996,20.3,125.24
Ireland,1997,28.69,127.46
Ireland,1998,22.22,139.95
Ireland,1999,27.25,113.97
Ireland,2000,25.05,117.31
Ireland,2001,22.66,126.31
Ireland,2002,24.05,111.77
Ireland,2003,28.43,106.34
Ireland,2004,20.17,109.25
Ireland,2005,25.59,95.52
Ireland,2006,21.46,105.0
Ireland,2007,24.14,97.63
Ireland,2008,31.28,98.28
Ireland,2009,26.59,106.04
Ireland,2010,24.92,95.38
Ireland,2011,22.46,116.12
Ireland,2012,23.21,114.45
Ireland,2013,23.02,94.39
Ireland,2014,20.5,99.18
Ireland,2017,0.0,0.0
Ireland,2018,2.259972437,6.718281697999999
Ireland,2019,0.0,0.0
Ireland,2020,0.0,0.0
Israel,1985,32.89,79.14
Israel,1986,41.87,88.41
Israel,1987,39.31,94.3
Israel,1988,37.08,87.08
Israel,1989,50.55,119.77
Israel,1990,31.700000000000003,90.56
Israel,1991,38.33,101.01
Israel,1992,34.8,96.15
Israel,1993,34.84,102.39
Israel,1994,43.98,105.91
Israel,1995,38.42,89.00999999999999
Israel,1996,26.66,83.85
Israel,1997,27.5,99.08
Israel,1998,23.42,76.69
Israel,1999,21.85,80.73
Israel,2000,22.55,86.01
Israel,2001,20.5,87.73
Israel,2002,21.58,71.91
Israel,2003,16.56,80.61
Israel,2004,21.37,77.07
Israel,2005,28.35,74.56
Israel,2006,18.81,61.71
Israel,2007,12.49,61.18
Israel,2008,13.51,73.82000000000001
Israel,2009,17.1,63.22
Israel,2010,15.54,83.93
Israel,2011,15.55,71.86
Israel,2012,15.1,68.69
Israel,2013,15.13,59.08
Israel,2014,15.47,55.79
Israel,2015,14.11,51.8
Israel,2017,1.113240677,3.500395947
Israel,2018,1.069482596,3.985229883
Israel,2019,0.0,0.0
Israel,2020,0.0,0.0
Italy,1985,31.34,102.06
Italy,1986,31.11,99.94
Italy,1987,28.33,97.21
Italy,1988,28.31,93.5
Italy,1989,26.26,90.38
Italy,1990,26.13,95.85
Italy,1991,26.42,89.45
Italy,1992,24.96,90.52
Italy,1993,24.7,96.44
Italy,1994,24.23,94.7
Italy,1995,23.45,94.56
Italy,1996,25.37,90.08
Italy,1997,23.49,93.55
Italy,1998,21.18,92.66
Italy,1999,20.01,79.71
Italy,2000,20.91,78.31
Italy,2001,18.71,77.16
Italy,2002,17.759999999999998,76.85
Italy,2003,18.83,75.59
Italy,2004,18.01,73.32000000000001
Italy,2005,17.64,64.95
Italy,2006,15.4,66.21000000000001
Italy,2007,15.46,66.5
Italy,2008,15.93,65.76
Italy,2009,14.95,66.98
Italy,2010,14.76,66.01
Italy,2011,14.9,71.18
Italy,2012,16.09,69.36
Italy,2013,16.47,68.39
Italy,2014,15.59,66.54
Italy,2015,14.57,63.88
Italy,2017,1.425581295,5.082866332
Italy,2018,0.0,0.0
Italy,2019,0.0,0.0
Italy,2020,0.0,0.0
Jamaica,1985,3.2,5.84
Jamaica,1986,0.0,0.57
Jamaica,1987,1.46,6.32
Jamaica,1988,2.86,1.34
Jamaica,1989,0.0,0.0
Jamaica,1990,0.0,1.32
Jamaica,1991,0.0,0.9
Jamaica,2000,0.0,1.16
Jamaica,2001,0.41,2.39
Jamaica,2002,0.0,0.7
Jamaica,2003,0.41,0.5
Jamaica,2004,0.0,0.74
Jamaica,2005,2.77,23.4
Jamaica,2006,0.0,0.0
Jamaica,2009,1.49,19.64
Jamaica,2010,0.0,1.16
Jamaica,2011,2.45,25.41
Japan,1985,107.69,192.78
Japan,1986,119.93,203.62
Japan,1987,108.67,186.62
Japan,1988,108.17,176.55
Japan,1989,101.81,161.61
Japan,1990,95.14,151.23
Japan,1991,87.36,147.15
Japan,1992,85.41,154.87
Japan,1993,77.94,146.16
Japan,1994,75.96000000000001,152.99
Japan,1995,76.77,151.36
Japan,1996,76.1,152.38
Japan,1997,77.46,159.92000000000002
Japan,1998,93.59,213.01
Japan,1999,87.42,211.48
Japan,2000,81.86,196.66
Japan,2001,77.15,190.01
Japan,2002,74.9,190.94
Japan,2003,77.87,201.54
Japan,2004,73.84,192.41
Japan,2005,74.19,192.7
Japan,2006,75.05,187.19
Japan,2007,76.16,192.6
Japan,2008,76.46,188.86
Japan,2009,74.03,192.66
Japan,2010,72.1,183.38
Japan,2011,77.21,175.2
Japan,2012,67.55,166.15
Japan,2013,67.08,164.08
Japan,2014,63.68,154.53
Japan,2015,58.29,147.75
Japan,2017,4.734902183,5.933591658
Japan,2018,4.613953048,5.946645008
Japan,2019,4.213751551,5.939999843
Japan,2020,0.0,0.0
Jordan,2017,0.03915664,0.0978916
Jordan,2018,0.019120706,0.0956035289999999
Jordan,2019,0.0,0.0
Jordan,2020,0.0,0.0
Kazakhstan,1990,79.38,254.74
Kazakhstan,1991,74.09,244.57
Kazakhstan,1992,77.24,246.29
Kazakhstan,1993,75.31,301.18
Kazakhstan,1994,79.89,334.79
Kazakhstan,1995,82.12,372.55
Kazakhstan,1996,73.67999999999999,379.16
Kazakhstan,1997,74.53999999999999,359.2
Kazakhstan,1998,76.24,364.28
Kazakhstan,1999,69.69,338.04
Kazakhstan,2000,73.27,352.78
Kazakhstan,2001,67.27,355.22
Kazakhstan,2002,66.99,338.9
Kazakhstan,2003,69.07,342.64
Kazakhstan,2004,67.13,346.73
Kazakhstan,2005,60.55,297.25
Kazakhstan,2006,62.1,312.63
Kazakhstan,2007,63.33,312.3
Kazakhstan,2008,65.08,301.86
Kazakhstan,2009,60.59,269.48
Kazakhstan,2010,54.79,266.02
Kazakhstan,2011,52.57,241.19
Kazakhstan,2012,46.97,224.05
Kazakhstan,2013,55.8,240.87
Kazakhstan,2014,46.97,210.12
Kazakhstan,2015,42.67,195.35
Kazakhstan,2017,2.760872516,12.008132266
Kazakhstan,2018,2.237852293,11.402650798
Kazakhstan,2019,1.96611445,10.851439367
Kazakhstan,2020,1.839444144,9.591768162
Kiribati,1991,31.05,150.49
Kiribati,1992,35.73,46.05
Kiribati,1993,25.82,178.4
Kiribati,1994,25.72,124.68
Kiribati,1995,0.0,56.71
Kiribati,1996,43.65,33.7
Kiribati,1997,0.0,76.06
Kiribati,1998,0.0,50.45
Kiribati,1999,0.0,0.0
Kiribati,2000,0.0,0.0
Kiribati,2001,0.0,0.0
Kuwait,1985,2.29,8.91
Kuwait,1986,2.88,5.86
Kuwait,1987,6.91,4.56
Kuwait,1993,4.68,8.33
Kuwait,1994,9.34,9.13
Kuwait,1995,3.86,8.879999999999999
Kuwait,1996,8.05,10.28
Kuwait,1997,12.38,7.56
Kuwait,1998,8.83,7.38
Kuwait,1999,7.15,9.67
Kuwait,2000,7.65,7.58
Kuwait,2001,2.48,6.65
Kuwait,2002,5.3,9.26
Kuwait,2003,7.5,8.94
Kuwait,2004,8.72,8.540000000000001
Kuwait,2005,5.680000000000001,12.5
Kuwait,2006,6.67,9.16
Kuwait,2007,4.61,8.41
Kuwait,2008,5.48,6.28
Kuwait,2009,8.14,6.67
Kuwait,2010,3.9,6.140000000000001
Kuwait,2011,4.86,6.55
Kuwait,2012,7.4,8.19
Kuwait,2013,3.77,6.109999999999999
Kuwait,2014,6.03,9.83
Kuwait,2017,0.436373792,1.260635399
Kuwait,2018,0.324285386,1.598263683
Kuwait,2019,0.202652496,1.621219968
Kuwait,2020,0.0,0.0
Kyrgyzstan,1990,65.72,181.35
Kyrgyzstan,1991,60.54,186.05
Kyrgyzstan,1992,41.5,179.92
Kyrgyzstan,1993,62.06,196.73
Kyrgyzstan,1994,40.15,214.16
Kyrgyzstan,1995,50.26,189.51
Kyrgyzstan,1996,45.56,160.98
Kyrgyzstan,1997,36.72,154.13
Kyrgyzstan,1998,28.88,156.06
Kyrgyzstan,1999,44.91,146.53
Kyrgyzstan,2000,39.21,143.42000000000002
Kyrgyzstan,2001,26.77,166.53
Kyrgyzstan,2002,31.57,141.54
Kyrgyzstan,2003,23.5,114.36
Kyrgyzstan,2004,24.7,116.63
Kyrgyzstan,2005,21.32,114.16
Kyrgyzstan,2006,31.58,114.41
Kyrgyzstan,2007,32.730000000000004,93.16
Kyrgyzstan,2008,29.83,106.13
Kyrgyzstan,2009,24.44,88.84
Kyrgyzstan,2010,29.76,113.44
Kyrgyzstan,2011,28.24,98.65
Kyrgyzstan,2012,37.11,103.55
Kyrgyzstan,2013,24.29,85.55
Kyrgyzstan,2014,25.16,86.63
Kyrgyzstan,2015,21.72,76.65
Kyrgyzstan,2017,1.258429866,5.033719466
Kyrgyzstan,2018,1.186183336,4.823812235999999
Kyrgyzstan,2019,1.177163037,4.662185187
Kyrgyzstan,2020,0.0,0.0
Latvia,1995,94.3,451.32
Latvia,1996,81.11,410.9
Latvia,1997,87.36,405.21
Latvia,1998,75.92,365.92
Latvia,1999,80.37,340.04
Latvia,2000,76.91,376.29
Latvia,2001,68.63,314.86
Latvia,2002,70.78999999999999,296.97
Latvia,2003,60.1,301.53
Latvia,2004,55.45,272.93
Latvia,2005,60.52,251.54
Latvia,2006,41.4,247.5
Latvia,2007,51.12,244.63
Latvia,2008,52.89,270.8
Latvia,2009,50.47,257.33
Latvia,2010,28.38,230.96
Latvia,2011,41.7,247.05
Latvia,2012,39.96,227.72
Latvia,2013,29.53,212.66
Latvia,2014,40.28,208.53
Latvia,2015,40.4,211.07
Latvia,2017,3.604071159,14.570744826
Latvia,2018,1.971799122,13.543146597
Latvia,2019,3.2395907260000003,11.808830707
Latvia,2020,2.736195499,12.944309477
Lebanon,2017,0.0,0.0
Lebanon,2018,0.0,0.0
Lebanon,2019,0.155657987,0.3459066349999999
Lebanon,2020,0.0,0.0
Lithuania,1995,102.41,536.89
Lithuania,1996,108.81,486.8
Lithuania,1997,90.79,474.65
Lithuania,1998,91.78,474.58
Lithuania,1999,89.56,471.97
Lithuania,2000,100.8,471.0
Lithuania,2001,90.85,478.13
Lithuania,2002,82.92,472.7
Lithuania,2003,80.96,449.56
Lithuania,2004,84.14,419.23
Lithuania,2005,74.44,411.35
Lithuania,2006,66.13,334.44
Lithuania,2007,63.08,343.71
Lithuania,2008,64.83,365.22
Lithuania,2009,64.84,372.23
Lithuania,2010,64.39,330.85
Lithuania,2011,68.24,339.45
Lithuania,2012,57.88,316.24
Lithuania,2013,72.23,372.33
Lithuania,2014,60.69,340.58
Lithuania,2015,62.17,323.31
Lithuania,2016,44.58,317.14
Lithuania,2017,5.409413015,21.071961811
Lithuania,2018,4.99724616,19.417870795
Lithuania,2019,4.25891787,19.32618193
Lithuania,2020,4.758693113,16.995332545
Luxembourg,1985,63.8,183.59
Luxembourg,1986,42.75,140.3
Luxembourg,1987,89.0,154.24
Luxembourg,1988,46.83,164.67
Luxembourg,1989,61.98,199.34
Luxembourg,1990,64.33,169.01
Luxembourg,1991,55.29,225.54
Luxembourg,1992,90.03,138.34
Luxembourg,1993,41.35,166.61
Luxembourg,1994,35.99,241.25
Luxembourg,1995,53.45,156.63
Luxembourg,1996,50.97,178.28
Luxembourg,1997,55.190000000000005,252.41
Luxembourg,1998,49.52,151.73
Luxembourg,1999,55.68,156.31
Luxembourg,2000,41.72,180.92
Luxembourg,2001,77.61,162.21
Luxembourg,2002,55.17,208.97
Luxembourg,2003,17.509999999999998,146.86
Luxembourg,2004,41.79,147.75
Luxembourg,2005,21.32,137.75
Luxembourg,2006,33.78,150.01
Luxembourg,2007,58.04,125.85
Luxembourg,2008,18.47,93.84
Luxembourg,2009,23.33,87.62
Luxembourg,2010,23.11,118.05
Luxembourg,2011,49.69,86.84
Luxembourg,2012,27.24,112.94
Luxembourg,2013,34.71,56.77
Luxembourg,2014,37.41,110.47
Luxembourg,2015,38.6,95.8
Luxembourg,2017,2.515360468,6.372246519
Luxembourg,2018,2.138333745,4.770129122
Luxembourg,2019,3.38709131,7.580632934
Luxembourg,2020,0.0,0.0
Macau,1994,76.78,94.96
Maldives,2000,0.0,0.0
Maldives,2001,102.46,8.030000000000001
Maldives,2002,2.95,6.890000000000001
Maldives,2003,3.95,11.57
Maldives,2004,3.74,0.0
Maldives,2005,0.0,2.75
Maldives,2007,6.33,8.030000000000001
Maldives,2008,0.0,0.0
Maldives,2010,0.0,1.99
Maldives,2011,0.0,5.39
Maldives,2017,0.0,0.0
Maldives,2018,0.0,0.408364948
Maldives,2019,0.0,0.792851649
Maldives,2020,0.0,0.0
Malta,1985,0.0,8.76
Malta,1986,3.61,0.0
Malta,1987,0.0,18.87
Malta,1988,3.61,25.0
Malta,1989,13.51,76.45
Malta,1990,0.0,23.75
Malta,1991,2.01,28.33
Malta,1992,15.4,71.74
Malta,1993,17.78,29.76
Malta,1994,15.41,49.28
Malta,1995,14.44,32.58
Malta,1996,4.17,43.26
Malta,1997,15.24,55.44
Malta,1998,1.76,28.87
Malta,1999,20.34,71.42
Malta,2000,16.3,61.75
Malta,2001,23.63,61.66
Malta,2002,26.84,28.44
Malta,2003,7.95,66.99
Malta,2004,34.16,51.66
Malta,2005,5.88,62.06
Malta,2006,9.85,77.36
Malta,2007,6.72,67.12
Malta,2008,3.65,35.03
Malta,2009,10.48,96.64
Malta,2010,4.03,78.08
Malta,2011,0.0,47.5
Malta,2012,11.14,48.73
Malta,2013,3.37,53.85
Malta,2014,15.9,86.17999999999999
Malta,2015,16.25,62.02
Malta,2017,1.06837835,4.273513404
Malta,2018,0.0,0.0
Malta,2019,0.0,0.0
Malta,2020,0.0,0.0
Mauritius,1985,61.52,81.61
Mauritius,1986,8.0,22.07
Mauritius,1987,76.32,95.62
Mauritius,1988,59.45,186.66
Mauritius,1989,59.33,152.31
Mauritius,1990,60.19,102.99
Mauritius,1991,47.6,149.19
Mauritius,1992,55.1,143.89
Mauritius,1993,47.57,127.42
Mauritius,1994,29.06,125.59
Mauritius,1995,41.77,140.88
Mauritius,1996,45.71,120.43
Mauritius,1997,20.45,123.12
Mauritius,1998,45.99,108.78
Mauritius,1999,50.21,135.82999999999998
Mauritius,2000,27.58,113.24
Mauritius,2001,39.06,82.78
Mauritius,2002,27.3,104.6
Mauritius,2003,22.42,71.6
Mauritius,2004,20.12,80.87
Mauritius,2005,26.07,76.44
Mauritius,2006,39.04,124.64
Mauritius,2007,26.94,114.51
Mauritius,2008,11.16,66.97
Mauritius,2009,25.96,80.11
Mauritius,2010,18.41,93.42
Mauritius,2011,21.38,98.66
Mauritius,2012,27.35,86.9
Mauritius,2013,14.5,83.17
Mauritius,2014,28.31,87.14
Mauritius,2015,25.25,74.72
Mauritius,2016,12.8,86.5
Mauritius,2017,1.976889373,6.405121566999999
Mauritius,2018,2.133876234,6.322596248
Mauritius,2019,1.264111633,8.374739574
Mauritius,2020,1.343087839,9.3226097
Mexico,1985,5.28,32.89
Mexico,1986,4.69,41.05
Mexico,1987,5.0600000000000005,36.37
Mexico,1988,5.26,36.96
Mexico,1989,5.08,43.18
Mexico,1990,4.91,43.94
Mexico,1991,5.56,42.13
Mexico,1992,5.7700000000000005,46.3
Mexico,1993,5.24,46.76
Mexico,1994,6.42,49.5
Mexico,1995,6.45,52.64
Mexico,1996,6.25,50.08
Mexico,1997,6.6000000000000005,50.47
Mexico,1998,6.61,50.23
Mexico,1999,6.449999999999999,48.44
Mexico,2000,6.91,47.98
Mexico,2001,8.39,54.91
Mexico,2002,7.800000000000001,50.56
Mexico,2003,8.24,54.76
Mexico,2004,8.31,52.44
Mexico,2005,8.31,53.91
Mexico,2006,7.91,51.31
Mexico,2007,8.37,49.64
Mexico,2008,9.16,51.67
Mexico,2009,9.72,54.42
Mexico,2010,8.85,52.16
Mexico,2011,10.36,55.16
Mexico,2012,10.11,53.32
Mexico,2013,10.28,54.71
Mexico,2014,11.29,57.09
Mexico,2015,11.47,55.1
Mexico,2017,0.977700469,4.340631886000001
Mexico,2018,1.006339122,4.305163922
Mexico,2019,1.036892333,4.321850389000001
Mexico,2020,1.123031007,4.425456463
Mongolia,2016,28.18,156.21
Montenegro,2000,0.0,0.0
Montenegro,2001,0.0,0.0
Montenegro,2002,0.0,0.0
Montenegro,2003,0.0,0.0
Montenegro,2004,0.0,0.0
Montenegro,2005,85.35,189.13
Montenegro,2006,0.0,0.0
Montenegro,2007,78.37,257.16
Montenegro,2008,110.2,197.89
Montenegro,2009,63.62,212.31
Montenegro,2017,2.570805611,7.069715428
Montenegro,2018,0.0,0.0
Montenegro,2019,1.607644671,4.019111679
Montenegro,2020,0.0,0.0
Netherlands,1985,49.33,110.56
Netherlands,1986,50.92,107.36
Netherlands,1987,51.95,105.22
Netherlands,1988,45.38,102.22
Netherlands,1989,45.71,90.3
Netherlands,1990,46.1,90.07
Netherlands,1991,46.26,104.23
Netherlands,1992,43.46,100.03
Netherlands,1993,42.92,93.06
Netherlands,1994,38.26,98.7
Netherlands,1995,39.23,85.79
Netherlands,1996,41.21,93.86
Netherlands,1997,41.27,95.3
Netherlands,1998,38.42,90.08
Netherlands,1999,37.72,85.44
Netherlands,2000,34.62,84.37
Netherlands,2001,33.09,83.21000000000001
Netherlands,2002,35.31,84.42
Netherlands,2003,35.34,77.99
