country,year,female_suicides,male_suicides
Guatemala,1986,5.2,37.64
Guatemala,1987,13.12,44.8
Guatemala,1988,4.43,42.81
Guatemala,1989,4.22,31.01
Guatemala,1990,3.72,30.35
Guatemala,1991,4.76,28.76
Guatemala,1992,7.16,31.09
Guatemala,1993,4.15,27.02
Guatemala,1994,2.7,23.2
Guatemala,1995,7.13,27
Guatemala,1996,3.89,26.16
Guatemala,1997,4.82,21.69
Guatemala,1998,7.17,29.89
Guatemala,1999,4.36,32.14
Guatemala,2000,4.08,23.34
Guatemala,2001,5.09,25.5
Guatemala,2002,11.05,29.48
Guatemala,2003,5.06,32.28
Guatemala,2004,5.99,23.94
Guatemala,2005,4.96,27.65
Guatemala,2006,7.78,34.17
Guatemala,2007,5.96,34.31
Guatemala,2008,9.16,45.6
Guatemala,2009,11.19,46.38
Guatemala,2010,6.2,29.23
Guatemala,2011,8.54,26.15
Guatemala,2012,8.45,33.35
Guatemala,2013,8.39,32.3
Guatemala,2014,10.74,35.14
Guatemala,2015,11,33.85
Guatemala,2017,0.81,2.51
Guatemala,2018,0.92,2.63
Guatemala,2019,0.95,2.91
Guatemala,2020,1,2.4
Guyana,1988,20.28,71.64
Guyana,1989,41.54,143.34
Guyana,1990,40.79,136.27
Guyana,1991,42.51,190.33
Guyana,1992,44.63,137.52
Guyana,1993,22.8,94.01
Guyana,1994,43.08,119.12
Guyana,1995,31.93,176.79
Guyana,1996,18.78,109.53
Guyana,1997,22.16,60.49
Guyana,1998,5.02,59.84
Guyana,1999,80.55,233.07
Guyana,2001,68.47,312.29
Guyana,2002,53.73,258.2
Guyana,2003,86.04,296.5
Guyana,2004,90.84,309.16
Guyana,2005,66.06,267.9
Guyana,2006,78.98,315.62
Guyana,2007,97.63,276.12
Guyana,2008,87.04,266.58
Guyana,2009,85.13,216.65
Guyana,2010,76.38,326.69
Guyana,2011,70.86,278.67
Guyana,2012,75.58,292.4
Guyana,2013,70.35,286.03
Hungary,1991,147.35,427.65
Hungary,1992,134.15,436.11
Hungary,1993,125.7,413.58
Hungary,1994,122.92,412.89
Hungary,1995,116.93,376.49
Hungary,1996,120.9,361.84
Hungary,1997,106.41,364.03
Hungary,1998,98.25,338.53
Hungary,1999,100.13,383.75
Hungary,2000,103.92,360.64
Hungary,2001,82.69,326.29
Hungary,2002,76.39,306.36
Hungary,2003,76.26,295.78
Hungary,2004,75.04,294.43
Hungary,2005,65.42,286.59
Hungary,2006,65.5,247.16
Hungary,2007,63.54,263.78
Hungary,2008,63.07,268.61
Hungary,2009,58.22,252.5
Hungary,2010,58.77,262.54
Hungary,2011,61.1,238.75
Hungary,2012,59.31,246.65
Hungary,2013,53.94,212.29
Hungary,2014,45.25,199.06
Hungary,2015,53.88,203.39
Hungary,2016,51.03,190.31
Hungary,2017,4.02,12.67
Hungary,2018,3.89,13.03
Hungary,2019,4.01,11.84
Iceland,1985,34.86,136.19
Iceland,1986,81.48,133.62
Iceland,1987,72.93,137.01
Iceland,1988,32.86,135.12
Iceland,1989,41.33,68.79
Iceland,1990,20.06,160.25
Iceland,1991,35.66,164.07
Iceland,1992,21.76,101.13
Iceland,1993,27.95,81.07
Iceland,1994,37.49,87.95
Iceland,1995,31.13,98.53
Iceland,1996,28.97,148.38
Iceland,1997,28.19,135.83
Iceland,1998,35.4,105.69
Iceland,1999,31.96,96.96
Iceland,2000,29.83,178.16
Iceland,2001,27.38,135.68
Iceland,2002,45.32,85.92
Iceland,2003,25.58,75.39
Iceland,2004,38.07,130.74
Iceland,2005,27.74,87.26
Iceland,2006,31.88,74.51
Iceland,2007,34,129.29
Iceland,2008,37.98,98.11
Iceland,2009,17.88,105.85
Iceland,2010,31.71,152.56
Iceland,2011,18.38,74.57
Iceland,2012,38.67,106.74
Iceland,2013,62.59,158.65
Iceland,2014,42.41,155.55
Iceland,2015,45.69,94.96
Iceland,2016,14.68,123.39
Iceland,2017,0.58,9.32
Iceland,2018,1.42,8.22
Iceland,2019,1.94,8.88
Iceland,2020,4.09,8.73
Ireland,1985,21.04,81.12
Ireland,1986,23.2,81.68
Ireland,1987,24.46,70.96
Ireland,1988,24.58,88.66
Ireland,1989,25.3,85.26
Ireland,1990,29.39,96.29
Ireland,1991,22.13,104.4
Ireland,1992,21.98,115.89
Ireland,1993,22.88,94.27
Ireland,1994,29.42,113.4
Ireland,1995,27.26,116.58
Ireland,1996,20.3,125.24
Ireland,1997,28.69,127.46
Ireland,1998,22.22,139.95
Ireland,1999,27.25,113.97
Ireland,2000,25.05,117.31
Ireland,2001,22.66,126.31
Ireland,2002,24.05,111.77
Ireland,2003,28.43,106.34
Ireland,2004,20.17,109.25
Ireland,2005,25.59,95.52
Ireland,2006,21.46,105
Ireland,2007,24.14,97.63
Ireland,2008,31.28,98.28
Ireland,2009,26.59,106.04
Ireland,2010,24.92,95.38
Ireland,2011,22.46,116.12
Ireland,2012,23.21,114.45
Ireland,2013,23.02,94.39
Ireland,2014,20.5,99.18
Ireland,2018,2.26,6.72
Occupied Palestinian Territory,1985,32.89,79.14
Occupied Palestinian Territory,1986,41.87,88.41
Occupied Palestinian Territory,1987,39.31,94.3
Occupied Palestinian Territory,1988,37.08,87.08
Occupied Palestinian Territory,1989,50.55,119.77
Occupied Palestinian Territory,1990,31.7,90.56
Occupied Palestinian Territory,1991,38.33,101.01
Occupied Palestinian Territory,1992,34.8,96.15
Occupied Palestinian Territory,1993,34.84,102.39
Occupied Palestinian Territory,1994,43.98,105.91
Occupied Palestinian Territory,1995,38.42,89.01
Occupied Palestinian Territory,1996,26.66,83.85
Occupied Palestinian Territory,1997,27.5,99.08
Occupied Palestinian Territory,1998,23.42,76.69
Occupied Palestinian Territory,1999,21.85,80.73
Occupied Palestinian Territory,2000,22.55,86.01
Occupied Palestinian Territory,2001,20.5,87.73
Occupied Palestinian Territory,2002,21.58,71.91
Occupied Palestinian Territory,2003,16.56,80.61
Occupied Palestinian Territory,2004,21.37,77.07
Occupied Palestinian Territory,2005,28.35,74.56
Occupied Palestinian Territory,2006,18.81,61.71
Occupied Palestinian Territory,2007,12.49,61.18
Occupied Palestinian Territory,2008,13.51,73.82
Occupied Palestinian Territory,2009,17.1,63.22
Occupied Palestinian Territory,2010,15.54,83.93
Occupied Palestinian Territory,2011,15.55,71.86
Occupied Palestinian Territory,2012,15.1,68.69
Occupied Palestinian Territory,2013,15.13,59.08
Occupied Palestinian Territory,2014,15.47,55.79
Occupied Palestinian Territory,2015,14.11,51.8
Occupied Palestinian Territory,2017,1.11,3.5
Occupied Palestinian Territory,2018,1.07,3.99
Italy,1985,31.34,102.06
Italy,1986,31.11,99.94
Italy,1987,28.33,97.21
Italy,1988,28.31,93.5
Italy,1989,26.26,90.38
Italy,1990,26.13,95.85
Italy,1991,26.42,89.45
Italy,1992,24.96,90.52
Italy,1993,24.7,96.44
Italy,1994,24.23,94.7
Italy,1995,23.45,94.56
Italy,1996,25.37,90.08
Italy,1997,23.49,93.55
Italy,1998,21.18,92.66
Italy,1999,20.01,79.71
Italy,2000,20.91,78.31
Italy,2001,18.71,77.16
Italy,2002,17.76,76.85
Italy,2003,18.83,75.59
Italy,2004,18.01,73.32
Italy,2005,17.64,64.95
Italy,2006,15.4,66.21
Italy,2007,15.46,66.5
Italy,2008,15.93,65.76
Italy,2009,14.95,66.98
Italy,2010,14.76,66.01
Italy,2011,14.9,71.18
Italy,2012,16.09,69.36
Italy,2013,16.47,68.39
Italy,2014,15.59,66.54
Italy,2015,14.57,63.88
Italy,2017,1.43,5.08
Jamaica,1985,3.2,5.84
Jamaica,1987,1.46,6.32
Jamaica,1988,2.86,1.34
Jamaica,2001,0.41,2.39
Jamaica,2003,0.41,0.5
Jamaica,2005,2.77,23.4
Jamaica,2009,1.49,19.64
Jamaica,2011,2.45,25.41
Japan,1985,107.69,192.78
Japan,1986,119.93,203.62
Japan,1987,108.67,186.62
Japan,1988,108.17,176.55
Japan,1989,101.81,161.61
Japan,1990,95.14,151.23
Japan,1991,87.36,147.15
Japan,1992,85.41,154.87
Japan,1993,77.94,146.16
Japan,1994,75.96,152.99
Japan,1995,76.77,151.36
Japan,1996,76.1,152.38
Japan,1997,77.46,159.92
Japan,1998,93.59,213.01
Japan,1999,87.42,211.48
Japan,2000,81.86,196.66
Japan,2001,77.15,190.01
Japan,2002,74.9,190.94
Japan,2003,77.87,201.54
Japan,2004,73.84,192.41
Japan,2005,74.19,192.7
Japan,2006,75.05,187.19
Japan,2007,76.16,192.6
Japan,2008,76.46,188.86
Japan,2009,74.03,192.66
Japan,2010,72.1,183.38
Japan,2011,77.21,175.2
Japan,2012,67.55,166.15
Japan,2013,67.08,164.08
Japan,2014,63.68,154.53
Japan,2015,58.29,147.75
Japan,2017,4.73,5.93
Japan,2018,4.61,5.95
Japan,2019,4.21,5.94
Jordan,2017,0.04,0.1
Jordan,2018,0.02,0.1
Kazakhstan,1990,79.38,254.74
Kazakhstan,1991,74.09,244.57
Kazakhstan,1992,77.24,246.29
Kazakhstan,1993,75.31,301.18
Kazakhstan,1994,79.89,334.79
Kazakhstan,1995,82.12,372.55
Kazakhstan,1996,73.68,379.16
Kazakhstan,1997,74.54,359.2
Kazakhstan,1998,76.24,364.28
Kazakhstan,1999,69.69,338.04
Kazakhstan,2000,73.27,352.78
Kazakhstan,2001,67.27,355.22
Kazakhstan,2002,66.99,338.9
Kazakhstan,2003,69.07,342.64
Kazakhstan,2004,67.13,346.73
Kazakhstan,2005,60.55,297.25
Kazakhstan,2006,62.1,312.63
Kazakhstan,2007,63.33,312.3
Kazakhstan,2008,65.08,301.86
Kazakhstan,2009,60.59,269.48
Kazakhstan,2010,54.79,266.02
Kazakhstan,2011,52.57,241.19
Kazakhstan,2012,46.97,224.05
Kazakhstan,2013,55.8,240.87
Kazakhstan,2014,46.97,210.12
Kazakhstan,2015,42.67,195.35
Kazakhstan,2017,2.76,12.01
Kazakhstan,2018,2.24,11.4
Kazakhstan,2019,1.97,10.85
Kazakhstan,2020,1.84,9.59
Kiribati,1991,31.05,150.49
Kiribati,1992,35.73,46.05
Kiribati,1993,25.82,178.4
Kiribati,1994,25.72,124.68
Kiribati,1996,43.65,33.7
Kuwait,1985,2.29,8.91
Kuwait,1986,2.88,5.86
Kuwait,1987,6.91,4.56
Kuwait,1993,4.68,8.33
Kuwait,1994,9.34,9.13
Kuwait,1995,3.86,8.88
Kuwait,1996,8.05,10.28
Kuwait,1997,12.38,7.56
Kuwait,1998,8.83,7.38
Kuwait,1999,7.15,9.67
Kuwait,2000,7.65,7.58
Kuwait,2001,2.48,6.65
Kuwait,2002,5.3,9.26
Kuwait,2003,7.5,8.94
Kuwait,2004,8.72,8.54
Kuwait,2005,5.68,12.5
Kuwait,2006,6.67,9.16
Kuwait,2007,4.61,8.41
Kuwait,2008,5.48,6.28
Kuwait,2009,8.14,6.67
Kuwait,2010,3.9,6.14
Kuwait,2011,4.86,6.55
Kuwait,2012,7.4,8.19
Kuwait,2013,3.77,6.11
Kuwait,2014,6.03,9.83
Kuwait,2017,0.44,1.26
Kuwait,2018,0.32,1.6
Kuwait,2019,0.2,1.62
Kyrgyzstan,1990,65.72,181.35
Kyrgyzstan,1991,60.54,186.05
Kyrgyzstan,1992,41.5,179.92
Kyrgyzstan,1993,62.06,196.73
Kyrgyzstan,1994,40.15,214.16
Kyrgyzstan,1995,50.26,189.51
Kyrgyzstan,1996,45.56,160.98
Kyrgyzstan,1997,36.72,154.13
Kyrgyzstan,1998,28.88,156.06
Kyrgyzstan,1999,44.91,146.53
Kyrgyzstan,2000,39.21,143.42
Kyrgyzstan,2001,26.77,166.53
Kyrgyzstan,2002,31.57,141.54
Kyrgyzstan,2003,23.5,114.36
Kyrgyzstan,2004,24.7,116.63
Kyrgyzstan,2005,21.32,114.16
Kyrgyzstan,2006,31.58,114.41
Kyrgyzstan,2007,32.73,93.16
Kyrgyzstan,2008,29.83,106.13
Kyrgyzstan,2009,24.44,88.84
Kyrgyzstan,2010,29.76,113.44
Kyrgyzstan,2011,28.24,98.65
Kyrgyzstan,2012,37.11,103.55
Kyrgyzstan,2013,24.29,85.55
Kyrgyzstan,2014,25.16,86.63
Kyrgyzstan,2015,21.72,76.65
Kyrgyzstan,2017,1.26,5.03
Kyrgyzstan,2018,1.19,4.82
Kyrgyzstan,2019,1.18,4.66
Latvia,1995,94.3,451.32
Latvia,1996,81.11,410.9
Latvia,1997,87.36,405.21
Latvia,1998,75.92,365.92
Latvia,1999,80.37,340.04
Latvia,2000,76.91,376.29
Latvia,2001,68.63,314.86
Latvia,2002,70.79,296.97
Latvia,2003,60.1,301.53
Latvia,2004,55.45,272.93
Latvia,2005,60.52,251.54
Latvia,2006,41.4,247.5
Latvia,2007,51.12,244.63
Latvia,2008,52.89,270.8
Latvia,2009,50.47,257.33
Latvia,2010,28.38,230.96
Latvia,2011,41.7,247.05
Latvia,2012,39.96,227.72
Latvia,2013,29.53,212.66
Latvia,2014,40.28,208.53
Latvia,2015,40.4,211.07
Latvia,2017,3.6,14.57
Latvia,2018,1.97,13.54
Latvia,2019,3.24,11.81
Latvia,2020,2.74,12.94
Lebanon,2019,0.16,0.35
Lithuania,1995,102.41,536.89
Lithuania,1996,108.81,486.8
Lithuania,1997,90.79,474.65
Lithuania,1998,91.78,474.58
Lithuania,1999,89.56,471.97
Lithuania,2000,100.8,471
Lithuania,2001,90.85,478.13
Lithuania,2002,82.92,472.7
Lithuania,2003,80.96,449.56
Lithuania,2004,84.14,419.23
Lithuania,2005,74.44,411.35
Lithuania,2006,66.13,334.44
Lithuania,2007,63.08,343.71
Lithuania,2008,64.83,365.22
Lithuania,2009,64.84,372.23
Lithuania,2010,64.39,330.85
Lithuania,2011,68.24,339.45
Lithuania,2012,57.88,316.24
Lithuania,2013,72.23,372.33
Lithuania,2014,60.69,340.58
Lithuania,2015,62.17,323.31
Lithuania,2016,44.58,317.14
Lithuania,2017,5.41,21.07
Lithuania,2018,5,19.42
Lithuania,2019,4.26,19.33
Lithuania,2020,4.76,17
Luxembourg,1985,63.8,183.59
Luxembourg,1986,42.75,140.3
Luxembourg,1987,89,154.24
Luxembourg,1988,46.83,164.67
Luxembourg,1989,61.98,199.34
Luxembourg,1990,64.33,169.01
Luxembourg,1991,55.29,225.54
Luxembourg,1992,90.03,138.34
Luxembourg,1993,41.35,166.61
Luxembourg,1994,35.99,241.25
Luxembourg,1995,53.45,156.63
Luxembourg,1996,50.97,178.28
Luxembourg,1997,55.19,252.41
Luxembourg,1998,49.52,151.73
Luxembourg,1999,55.68,156.31
Luxembourg,2000,41.72,180.92
Luxembourg,2001,77.61,162.21
Luxembourg,2002,55.17,208.97
Luxembourg,2003,17.51,146.86
Luxembourg,2004,41.79,147.75
Luxembourg,2005,21.32,137.75
Luxembourg,2006,33.78,150.01
Luxembourg,2007,58.04,125.85
Luxembourg,2008,18.47,93.84
Luxembourg,2009,23.33,87.62
Luxembourg,2010,23.11,118.05
Luxembourg,2011,49.69,86.84
Luxembourg,2012,27.24,112.94
Luxembourg,2013,34.71,56.77
Luxembourg,2014,37.41,110.47
Luxembourg,2015,38.6,95.8
Luxembourg,2017,2.52,6.37
Luxembourg,2018,2.14,4.77
Luxembourg,2019,3.39,7.58
Macau,1994,76.78,94.96
Maldives,2001,102.46,8.03
Maldives,2002,2.95,6.89
Maldives,2003,3.95,11.57
Maldives,2007,6.33,8.03
Malta,1988,3.61,25
Malta,1989,13.51,76.45
Malta,1991,2.01,28.33
Malta,1992,15.4,71.74
Malta,1993,17.78,29.76
Malta,1994,15.41,49.28
Malta,1995,14.44,32.58
Malta,1996,4.17,43.26
Malta,1997,15.24,55.44
Malta,1998,1.76,28.87
Malta,1999,20.34,71.42
Malta,2000,16.3,61.75
Malta,2001,23.63,61.66
Malta,2002,26.84,28.44
Malta,2003,7.95,66.99
Malta,2004,34.16,51.66
Malta,2005,5.88,62.06
Malta,2006,9.85,77.36
Malta,2007,6.72,67.12
Malta,2008,3.65,35.03
Malta,2009,10.48,96.64
Malta,2010,4.03,78.08
Malta,2012,11.14,48.73
Malta,2013,3.37,53.85
Malta,2014,15.9,86.18
Malta,2015,16.25,62.02
Malta,2017,1.07,4.27
Mauritius,1985,61.52,81.61
Mauritius,1986,8,22.07
Mauritius,1987,76.32,95.62
Mauritius,1988,59.45,186.66
Mauritius,1989,59.33,152.31
Mauritius,1990,60.19,102.99
Mauritius,1991,47.6,149.19
Mauritius,1992,55.1,143.89
Mauritius,1993,47.57,127.42
Mauritius,1994,29.06,125.59
Mauritius,1995,41.77,140.88
Mauritius,1996,45.71,120.43
Mauritius,1997,20.45,123.12
Mauritius,1998,45.99,108.78
Mauritius,1999,50.21,135.83
Mauritius,2000,27.58,113.24
Mauritius,2001,39.06,82.78
Mauritius,2002,27.3,104.6
Mauritius,2003,22.42,71.6
Mauritius,2004,20.12,80.87
Mauritius,2005,26.07,76.44
Mauritius,2006,39.04,124.64
Mauritius,2007,26.94,114.51
Mauritius,2008,11.16,66.97
Mauritius,2009,25.96,80.11
Mauritius,2010,18.41,93.42
Mauritius,2011,21.38,98.66
Mauritius,2012,27.35,86.9
Mauritius,2013,14.5,83.17
Mauritius,2014,28.31,87.14
Mauritius,2015,25.25,74.72
Mauritius,2016,12.8,86.5
Mauritius,2017,1.98,6.41
Mauritius,2018,2.13,6.32
Mauritius,2019,1.26,8.37
Mauritius,2020,1.34,9.32
Mexico,1985,5.28,32.89
Mexico,1986,4.69,41.05
Mexico,1987,5.06,36.37
Mexico,1988,5.26,36.96
Mexico,1989,5.08,43.18
Mexico,1990,4.91,43.94
Mexico,1991,5.56,42.13
Mexico,1992,5.77,46.3
Mexico,1993,5.24,46.76
Mexico,1994,6.42,49.5
Mexico,1995,6.45,52.64
Mexico,1996,6.25,50.08
Mexico,1997,6.6,50.47
Mexico,1998,6.61,50.23
Mexico,1999,6.45,48.44
Mexico,2000,6.91,47.98
Mexico,2001,8.39,54.91
Mexico,2002,7.8,50.56
Mexico,2003,8.24,54.76
Mexico,2004,8.31,52.44
Mexico,2005,8.31,53.91
Mexico,2006,7.91,51.31
Mexico,2007,8.37,49.64
Mexico,2008,9.16,51.67
Mexico,2009,9.72,54.42
Mexico,2010,8.85,52.16
Mexico,2011,10.36,55.16
Mexico,2012,10.11,53.32
Mexico,2013,10.28,54.71
Mexico,2014,11.29,57.09
Mexico,2015,11.47,55.1
Mexico,2017,0.98,4.34
Mexico,2018,1.01,4.31
Mexico,2019,1.04,4.32
Mexico,2020,1.12,4.43
Mongolia,2016,28.18,156.21
Montenegro,2005,85.35,189.13
Montenegro,2007,78.37,257.16
Montenegro,2008,110.2,197.89
Montenegro,2009,63.62,212.31
Montenegro,2017,2.57,7.07
Montenegro,2019,1.61,4.02
Netherlands,1985,49.33,110.56
Netherlands,1986,50.92,107.36
Netherlands,1987,51.95,105.22
Netherlands,1988,45.38,102.22
Netherlands,1989,45.71,90.3
Netherlands,1990,46.1,90.07
Netherlands,1991,46.26,104.23
Netherlands,1992,43.46,100.03
Netherlands,1993,42.92,93.06
Netherlands,1994,38.26,98.7
Netherlands,1995,39.23,85.79
Netherlands,1996,41.21,93.86
Netherlands,1997,41.27,95.3
Netherlands,1998,38.42,90.08
Netherlands,1999,37.72,85.44
Netherlands,2000,34.62,84.37
Netherlands,2001,33.09,83.21
Netherlands,2002,35.31,84.42
Netherlands,2003,35.34,77.99
Netherlands,2004,33.49,77.67
Netherlands,2005,33.47,79.81
Netherlands,2006,31.95,81.24
Netherlands,2007,27.59,69.85
Netherlands,2008,29.12,72.97
Netherlands,2009,30.15,78.15
Netherlands,2010,30.85,78.64
Netherlands,2011,33.03,80.05
Netherlands,2012,36.32,82.19
Netherlands,2013,35.74,89.79
Netherlands,2014,38.14,83.28
Netherlands,2015,37.41,89.52
Netherlands,2016,40.33,87.06
Netherlands,2017,3.58,7.61
Netherlands,2018,3.79,6.83
Netherlands,2019,3.34,7.1
Netherlands,2020,3.42,7.04
New Zealand,1985,32.23,121.41
New Zealand,1986,46.2,132.47
New Zealand,1987,40.88,169.64
New Zealand,1988,43.66,161.37
New Zealand,1989,32.68,157.94
New Zealand,1990,34.18,152.39
New Zealand,1991,28.98,146.5
New Zealand,1992,33.32,150.27
New Zealand,1993,31.81,132.17
New Zealand,1994,37.83,160.8
New Zealand,1995,40.74,158.68
New Zealand,1996,37.55,157.58
New Zealand,1997,38.55,159.73
New Zealand,1998,42.51,158.56
New Zealand,1999,41.02,135.78
New Zealand,2000,25.86,131.68
New Zealand,2001,39.01,140.89
New Zealand,2002,34.97,117.06
New Zealand,2003,43.11,129.24
New Zealand,2004,32.91,130.5
New Zealand,2005,38.86,119.07
New Zealand,2006,39.73,117.01
New Zealand,2007,31.47,116.72
New Zealand,2008,38.08,113.7
New Zealand,2009,33.26,119.74
New Zealand,2010,42.1,110.52
New Zealand,2011,33.44,109.38
New Zealand,2012,41.89,116.14
New Zealand,2013,37.54,107.01
Nicaragua,2010,14.38,74.36
Nicaragua,2011,17.32,72.23
Nicaragua,2012,16.26,56.03
Nicaragua,2013,13.04,67.93
Nicaragua,2014,15.56,55.84
Nicaragua,2015,15.08,54.79
Nicaragua,2017,1.17,4.03
Nicaragua,2018,1.14,4.15
Nicaragua,2019,1.14,4.02
North Macedonia,2017,1.54,3.81
North Macedonia,2018,1.2,4.38
North Macedonia,2019,1.16,4
North Macedonia,2020,1.11,3.96
Norway,1986,41.43,122.19
Norway,1987,42.23,149.33
Norway,1988,53.66,154.84
Norway,1989,49.59,148.3
Norway,1990,45.58,145.73
Norway,1991,48.17,146.65
Norway,1992,44.6,137.04
Norway,1993,40.63,137.42
Norway,1994,39.9,110.63
Norway,1995,35.32,121.03
Norway,1996,33.88,120.05
Norway,1997,36.82,121.79
Norway,1998,39.04,114.62
Norway,1999,40.23,123.1
Norway,2000,34.56,115.77
Norway,2001,33.73,120.56
Norway,2002,33.45,107.55
Norway,2003,33.47,104.61
Norway,2004,41.62,99.75
Norway,2005,44.22,97.87
Norway,2006,33.17,109.5
Norway,2007,35.67,92.1
Norway,2008,39.69,92.34
Norway,2009,37.29,108.45
Norway,2010,36.72,99.71
Norway,2011,36.21,110.28
Norway,2012,33.96,92.04
Norway,2013,36.68,90.33
Norway,2014,31.71,95.52
Norway,2015,42.94,93.49
Panama,1985,8.17,42.89
Panama,1986,12.73,48.18
Panama,1987,12.29,54.77
Panama,1988,15.97,44.22
Panama,1989,4.62,50.67
Panama,1996,9.56,56.82
Panama,1997,14.18,69.01
Panama,1998,12.66,64.03
Panama,1999,10.27,67.36
Panama,2000,8.11,77.47
Panama,2001,11.78,74.99
Panama,2002,18.66,60.28
Panama,2003,7.57,89.67
Panama,2004,11.18,70.58
Panama,2005,10.99,66.82
Panama,2006,4.56,87.07
Panama,2007,6.7,65.2
Panama,2008,14.22,59.08
Panama,2009,9.4,58.89
Panama,2010,9.07,54.93
Panama,2011,6.04,56.69
Panama,2012,6.9,48.62
Panama,2013,5.09,44.22
Panama,2014,6.79,49.19
Panama,2015,5.8,39.1
Panama,2017,0.37,2.66
Panama,2018,0.34,2.3
Panama,2019,0.19,2.2
Paraguay,1985,9.83,29.59
Paraguay,1986,7.83,18.93
Paraguay,1987,9.96,26.64
Paraguay,1989,10.9,24.43
Paraguay,1990,18.42,26.59
Paraguay,1991,7.61,19.53
Paraguay,1994,12.49,31.97
Paraguay,1995,8.79,31.54
Paraguay,1996,7.65,25.81
Paraguay,1997,10.19,25.39
Paraguay,1998,12.28,36.27
Paraguay,1999,14.55,29.87
Paraguay,2000,12.34,30.44
Paraguay,2001,13.25,43.27
Paraguay,2002,14.51,28.94
Paraguay,2003,8.48,42.87
Paraguay,2004,16.87,48.57
Paraguay,2005,15.85,46.96
Paraguay,2006,14.18,51.39
Paraguay,2007,13.09,49.42
Paraguay,2008,13.36,44.96
Paraguay,2009,13.15,54.18
Paraguay,2010,14.22,40.34
Paraguay,2011,13.9,53.93
Paraguay,2012,19.35,43.95
Paraguay,2013,14.98,60.41
Paraguay,2014,19.22,52.93
Paraguay,2017,1.46,4.15
Paraguay,2018,1.74,5.11
Paraguay,2019,1.87,5.68
Peru,2017,0.35,0.86
Peru,2018,0.48,1.15
Philippines,1992,2.45,7.36
Philippines,1993,8.74,13.23
Philippines,1997,4.68,15.56
Philippines,1998,4.21,17.84
Philippines,1999,6.74,18.14
Philippines,2000,7.62,24.59
Philippines,2001,5.26,21.82
Philippines,2002,6.6,21.94
Philippines,2003,8.12,25.29
Philippines,2006,7.23,29.43
Philippines,2007,6.37,22.8
Philippines,2008,7.01,26.04
Philippines,2009,7.66,27.23
Philippines,2010,7.24,29.72
Philippines,2011,8.5,36.41
Philippines,2017,0.44,1.87
Philippines,2018,0.53,2.22
Philippines,2019,0.54,2
Poland,1990,29.35,143.29
Poland,1991,27.11,153.16
Poland,1992,32.12,162.31
Poland,1993,30.38,157.47
Poland,1994,27.4,158.56
Poland,1995,28.45,153.25
Poland,1996,27.65,150.56
Poland,1999,26.04,158.11
Poland,2000,29.06,161.95
Poland,2001,24.09,156.56
Poland,2002,29.05,154.22
Poland,2003,25.73,154.42
Poland,2004,26.24,161.5
Poland,2005,25.41,160.63
Poland,2006,25.94,156.91
Poland,2007,23.35,143.12
Poland,2008,23.38,154
Poland,2009,26.58,170.52
Poland,2010,23.53,167.11
Poland,2011,21.17,162.69
Poland,2012,22.94,169.43
Poland,2013,23.16,164.43
Poland,2014,22.35,155.95
Poland,2015,20.13,146.86
Poland,2017,1.58,11.13
Poland,2018,1.51,10.93
Poland,2019,1.61,11.23
Portugal,1985,39.6,125.22
Portugal,1986,36.03,129.5
Portugal,1987,35.45,135.88
Portugal,1988,26.84,110.91
Portugal,1989,27.98,102.34
Portugal,1990,33.61,116.6
Portugal,1991,30.25,134.91
Portugal,1992,30.95,117.35
Portugal,1993,25.39,100.44
Portugal,1994,24.46,99.36
Portugal,1995,29.75,99.18
Portugal,1996,22.01,93.76
Portugal,1997,17.69,84.49
Portugal,1998,18.14,68.92
Portugal,1999,19.87,69.59
Portugal,2000,14.22,71.66
Portugal,2001,20.93,94.8
Portugal,2002,30.4,141.43
Portugal,2003,30.96,135.5
Portugal,2007,29.46,114.09
Portugal,2008,26.18,114.84
Portugal,2009,24.05,115.65
Portugal,2010,28.67,120.17
Portugal,2011,21.99,105.87
Portugal,2012,22.86,116.54
Portugal,2013,24.57,108.16
Portugal,2014,29.72,124.17
Portugal,2017,2.66,7.63
Portugal,2018,2.52,7.17
Puerto Rico,1985,18.91,135.7
Puerto Rico,1986,17.81,160.42
Puerto Rico,1987,17.56,126.2
Puerto Rico,1988,9.67,152.02
Puerto Rico,1989,14.66,154.88
Puerto Rico,1990,12.36,169.22
Puerto Rico,1991,13.17,171.64
Puerto Rico,1992,12.24,123.07
Puerto Rico,1993,9.72,141.53
Puerto Rico,1994,11.21,136.07
Puerto Rico,1995,10.72,110.15
Puerto Rico,1996,12.99,126.82
Puerto Rico,1997,4.74,94.52
Puerto Rico,1998,9.42,121.65
Puerto Rico,1999,11.23,106.08
Puerto Rico,2000,8.39,99.87
Puerto Rico,2001,10.78,96.11
Puerto Rico,2002,10.85,80.74
Puerto Rico,2003,5.78,91.21
Puerto Rico,2004,7.03,101.92
Puerto Rico,2005,12.6,92.51
Puerto Rico,2006,6.1,89.2
Puerto Rico,2007,12.78,80.3
Puerto Rico,2008,13.71,93.37
Puerto Rico,2009,7.93,116.97
Puerto Rico,2010,12.47,91.37
Puerto Rico,2011,11.42,79.13
Puerto Rico,2012,12.03,75.07
Puerto Rico,2013,9.67,80.92
Puerto Rico,2014,8.5,68.59
Puerto Rico,2015,7.28,78.3
Puerto Rico,2017,1.05,6.38
Qatar,2001,10.37,16.93
Qatar,2004,1.81,13.44
Qatar,2005,1.61,17.19
