country,year,age,sex,suicides/100k pop
Russian Federation,1997,15-24 years,male,53.15
Russian Federation,1997,75+ years,female,32.65
Russian Federation,1997,55-74 years,female,18.22
Russian Federation,1997,35-54 years,female,13.39
Russian Federation,1997,25-34 years,female,10.68
Russian Federation,1997,15-24 years,female,8.95
Russian Federation,1997,5-14 years,male,3.02
Russian Federation,1997,5-14 years,female,0.69
Russian Federation,1998,35-54 years,male,88.14
Russian Federation,1998,75+ years,male,88.0
Russian Federation,1998,55-74 years,male,87.56
Russian Federation,1998,25-34 years,male,75.55
Russian Federation,1998,15-24 years,male,51.89
Russian Federation,1998,75+ years,female,32.27
Russian Federation,1998,55-74 years,female,17.11
Russian Federation,1998,35-54 years,female,12.51
Russian Federation,1998,25-34 years,female,9.31
Russian Federation,1998,15-24 years,female,8.62
Russian Federation,1998,5-14 years,male,3.03
Russian Federation,1998,5-14 years,female,0.75
Russian Federation,1999,55-74 years,male,99.44
Russian Federation,1999,35-54 years,male,98.52
Russian Federation,1999,75+ years,male,86.08
Russian Federation,1999,25-34 years,male,80.83
Russian Federation,1999,15-24 years,male,54.48
Russian Federation,1999,75+ years,female,32.61
Russian Federation,1999,55-74 years,female,18.67
Russian Federation,1999,35-54 years,female,14.0
Russian Federation,1999,25-34 years,female,10.83
Russian Federation,1999,15-24 years,female,9.86
Russian Federation,1999,5-14 years,male,3.83
Russian Federation,1999,5-14 years,female,0.98
Russian Federation,2000,35-54 years,male,98.53
Russian Federation,2000,55-74 years,male,93.9
Russian Federation,2000,25-34 years,male,86.32
Russian Federation,2000,75+ years,male,84.4
Russian Federation,2000,15-24 years,male,57.73
Russian Federation,2000,75+ years,female,29.22
Russian Federation,2000,55-74 years,female,16.65
Russian Federation,2000,35-54 years,female,12.82
Russian Federation,2000,25-34 years,female,10.64
Russian Federation,2000,15-24 years,female,9.13
Russian Federation,2000,5-14 years,male,4.05
Russian Federation,2000,5-14 years,female,1.08
Russian Federation,2001,35-54 years,male,99.0
Russian Federation,2001,55-74 years,male,92.06
Russian Federation,2001,25-34 years,male,88.17
Russian Federation,2001,75+ years,male,83.23
Russian Federation,2001,15-24 years,male,60.14
Russian Federation,2001,75+ years,female,27.42
Russian Federation,2001,55-74 years,female,15.94
Russian Federation,2001,35-54 years,female,12.67
Russian Federation,2001,25-34 years,female,11.17
Russian Federation,2001,15-24 years,female,9.45
Russian Federation,2001,5-14 years,male,4.13
Russian Federation,2001,5-14 years,female,1.27
Russian Federation,2002,35-54 years,male,94.36
Russian Federation,2002,55-74 years,male,89.47
Russian Federation,2002,25-34 years,male,85.62
Russian Federation,2002,75+ years,male,79.95
Russian Federation,2002,15-24 years,male,56.91
Russian Federation,2002,75+ years,female,28.32
Russian Federation,2002,55-74 years,female,16.17
Russian Federation,2002,35-54 years,female,12.65
Russian Federation,2002,25-34 years,female,11.04
Russian Federation,2002,15-24 years,female,9.23
Russian Federation,2002,5-14 years,male,3.84
Russian Federation,2002,5-14 years,female,0.99
Russian Federation,2003,75+ years,male,90.8
Russian Federation,2003,35-54 years,male,88.93
Russian Federation,2003,55-74 years,male,83.8
Russian Federation,2003,25-34 years,male,78.8
Russian Federation,2003,15-24 years,male,50.05
Russian Federation,2003,75+ years,female,27.46
Russian Federation,2003,55-74 years,female,14.52
Russian Federation,2003,35-54 years,female,11.8
Russian Federation,2003,25-34 years,female,10.24
Russian Federation,2003,15-24 years,female,8.11
Russian Federation,2003,5-14 years,male,3.41
Russian Federation,2003,5-14 years,female,0.99
Russian Federation,2004,75+ years,male,88.93
Russian Federation,2004,35-54 years,male,83.79
Russian Federation,2004,55-74 years,male,77.73
Russian Federation,2004,25-34 years,male,76.04
Russian Federation,2004,15-24 years,male,47.41
Russian Federation,2004,75+ years,female,26.03
Russian Federation,2004,55-74 years,female,13.32
Russian Federation,2004,35-54 years,female,11.62
Russian Federation,2004,25-34 years,female,9.93
Russian Federation,2004,15-24 years,female,8.21
Russian Federation,2004,5-14 years,male,3.64
Russian Federation,2004,5-14 years,female,0.96
Russian Federation,2005,75+ years,male,84.79
Russian Federation,2005,35-54 years,male,77.09
Russian Federation,2005,25-34 years,male,73.7
Russian Federation,2005,55-74 years,male,71.6
Russian Federation,2005,15-24 years,male,46.53
Russian Federation,2005,75+ years,female,23.56
Russian Federation,2005,55-74 years,female,12.32
Russian Federation,2005,35-54 years,female,10.17
Russian Federation,2005,25-34 years,female,9.32
Russian Federation,2005,15-24 years,female,7.53
Russian Federation,2005,5-14 years,male,2.76
Russian Federation,2005,5-14 years,female,0.97
Russian Federation,2006,75+ years,male,86.49
Russian Federation,2006,25-34 years,male,70.94
Russian Federation,2006,35-54 years,male,68.94
Russian Federation,2006,55-74 years,male,65.27
Russian Federation,2006,15-24 years,male,43.69
Russian Federation,2006,75+ years,female,24.81
Russian Federation,2006,55-74 years,female,11.16
Russian Federation,2006,35-54 years,female,9.71
Russian Federation,2006,25-34 years,female,9.03
Russian Federation,2006,15-24 years,female,7.35
Russian Federation,2006,5-14 years,male,2.82
Russian Federation,2006,5-14 years,female,1.1
Russian Federation,2007,75+ years,male,82.35
Russian Federation,2007,25-34 years,male,69.01
Russian Federation,2007,35-54 years,male,64.76
Russian Federation,2007,55-74 years,male,60.25
Russian Federation,2007,15-24 years,male,44.32
Russian Federation,2007,75+ years,female,23.78
Russian Federation,2007,55-74 years,female,11.13
Russian Federation,2007,35-54 years,female,9.72
Russian Federation,2007,25-34 years,female,9.6
Russian Federation,2007,15-24 years,female,8.25
Russian Federation,2007,5-14 years,male,2.78
Russian Federation,2007,5-14 years,female,1.04
Russian Federation,2008,75+ years,male,84.37
Russian Federation,2008,25-34 years,male,61.85
Russian Federation,2008,35-54 years,male,59.12
Russian Federation,2008,55-74 years,male,56.28
Russian Federation,2008,15-24 years,male,42.74
Russian Federation,2008,75+ years,female,22.49
Russian Federation,2008,55-74 years,female,10.14
Russian Federation,2008,35-54 years,female,9.18
Russian Federation,2008,25-34 years,female,8.78
Russian Federation,2008,15-24 years,female,8.31
Russian Federation,2008,5-14 years,male,2.16
Russian Federation,2008,5-14 years,female,1.38
Russian Federation,2009,75+ years,male,76.21
Russian Federation,2009,25-34 years,male,63.59
Russian Federation,2009,35-54 years,male,58.89
Russian Federation,2009,55-74 years,male,52.95
Russian Federation,2009,15-24 years,male,42.81
Russian Federation,2009,75+ years,female,20.03
Russian Federation,2009,55-74 years,female,9.33
Russian Federation,2009,35-54 years,female,8.75
Russian Federation,2009,25-34 years,female,8.62
Russian Federation,2009,15-24 years,female,8.01
Russian Federation,2009,5-14 years,male,2.42
Russian Federation,2009,5-14 years,female,1.19
Russian Federation,2010,75+ years,male,74.43
Russian Federation,2010,25-34 years,male,57.1
Russian Federation,2010,35-54 years,male,52.08
Russian Federation,2010,55-74 years,male,46.34
Russian Federation,2010,15-24 years,male,37.3
Russian Federation,2010,75+ years,female,18.23
Russian Federation,2010,55-74 years,female,8.0
Russian Federation,2010,25-34 years,female,7.78
Russian Federation,2010,35-54 years,female,7.67
Russian Federation,2010,15-24 years,female,7.45
Russian Federation,2010,5-14 years,male,1.87
Russian Federation,2010,5-14 years,female,0.96
Russian Federation,2011,75+ years,male,70.94
Russian Federation,2011,25-34 years,male,51.83
Russian Federation,2011,35-54 years,male,47.81
Russian Federation,2011,55-74 years,male,42.91
Russian Federation,2011,15-24 years,male,35.44
Russian Federation,2011,75+ years,female,18.92
Russian Federation,2011,15-24 years,female,7.61
Russian Federation,2011,55-74 years,female,7.56
Russian Federation,2011,25-34 years,female,7.24
Russian Federation,2011,35-54 years,female,6.97
Russian Federation,2011,5-14 years,male,1.45
Russian Federation,2011,5-14 years,female,1.0
Russian Federation,2012,75+ years,male,67.18
Russian Federation,2012,25-34 years,male,48.64
Russian Federation,2012,35-54 years,male,44.69
Russian Federation,2012,55-74 years,male,41.42
Russian Federation,2012,15-24 years,male,34.53
Russian Federation,2012,75+ years,female,18.06
Russian Federation,2012,25-34 years,female,7.32
Russian Federation,2012,35-54 years,female,7.29
Russian Federation,2012,55-74 years,female,7.07
Russian Federation,2012,15-24 years,female,6.87
Russian Federation,2012,5-14 years,male,1.49
Russian Federation,2012,5-14 years,female,0.95
Russian Federation,2013,75+ years,male,65.93
Russian Federation,2013,25-34 years,male,48.31
Russian Federation,2013,35-54 years,male,45.24
Russian Federation,2013,55-74 years,male,39.33
Russian Federation,2013,15-24 years,male,31.09
Russian Federation,2013,75+ years,female,15.73
Russian Federation,2013,35-54 years,female,6.8
Russian Federation,2013,25-34 years,female,6.7
Russian Federation,2013,55-74 years,female,6.59
Russian Federation,2013,15-24 years,female,5.97
Russian Federation,2013,5-14 years,male,1.51
Russian Federation,2013,5-14 years,female,0.77
Russian Federation,2014,75+ years,male,67.97
Russian Federation,2014,25-34 years,male,43.76
Russian Federation,2014,35-54 years,male,41.6
Russian Federation,2014,55-74 years,male,38.12
Russian Federation,2014,15-24 years,male,25.94
Russian Federation,2014,75+ years,female,16.03
Russian Federation,2014,55-74 years,female,6.31
Russian Federation,2014,35-54 years,female,6.06
Russian Federation,2014,25-34 years,female,6.03
Russian Federation,2014,15-24 years,female,5.46
Russian Federation,2014,5-14 years,male,1.31
Russian Federation,2014,5-14 years,female,0.63
Russian Federation,2015,75+ years,male,58.23
Russian Federation,2015,35-54 years,male,40.3
Russian Federation,2015,25-34 years,male,40.25
Russian Federation,2015,55-74 years,male,35.36
Russian Federation,2015,15-24 years,male,24.11
Russian Federation,2015,75+ years,female,13.7
Russian Federation,2015,35-54 years,female,6.5
Russian Federation,2015,25-34 years,female,5.95
Russian Federation,2015,55-74 years,female,5.81
Russian Federation,2015,15-24 years,female,4.94
Russian Federation,2015,5-14 years,male,1.01
Russian Federation,2015,5-14 years,female,0.76
Saint Kitts and Nevis,1990,15-24 years,female,0.0
Saint Kitts and Nevis,1990,25-34 years,female,0.0
Saint Kitts and Nevis,1990,35-54 years,female,0.0
Saint Kitts and Nevis,1990,5-14 years,female,0.0
Saint Kitts and Nevis,1990,55-74 years,female,0.0
Saint Kitts and Nevis,1990,75+ years,female,0.0
Saint Kitts and Nevis,1990,15-24 years,male,0.0
Saint Kitts and Nevis,1990,25-34 years,male,0.0
Saint Kitts and Nevis,1990,35-54 years,male,0.0
Saint Kitts and Nevis,1990,5-14 years,male,0.0
Saint Kitts and Nevis,1990,55-74 years,male,0.0
Saint Kitts and Nevis,1990,75+ years,male,0.0
Saint Kitts and Nevis,1991,15-24 years,female,0.0
Saint Kitts and Nevis,1991,25-34 years,female,0.0
Saint Kitts and Nevis,1991,35-54 years,female,0.0
Saint Kitts and Nevis,1991,5-14 years,female,0.0
Saint Kitts and Nevis,1991,55-74 years,female,0.0
Saint Kitts and Nevis,1991,75+ years,female,0.0
Saint Kitts and Nevis,1991,15-24 years,male,0.0
Saint Kitts and Nevis,1991,25-34 years,male,0.0
Saint Kitts and Nevis,1991,35-54 years,male,0.0
Saint Kitts and Nevis,1991,5-14 years,male,0.0
Saint Kitts and Nevis,1991,55-74 years,male,0.0
Saint Kitts and Nevis,1991,75+ years,male,0.0
Saint Kitts and Nevis,1992,15-24 years,female,0.0
Saint Kitts and Nevis,1992,25-34 years,female,0.0
Saint Kitts and Nevis,1992,35-54 years,female,0.0
Saint Kitts and Nevis,1992,5-14 years,female,0.0
Saint Kitts and Nevis,1992,55-74 years,female,0.0
Saint Kitts and Nevis,1992,75+ years,female,0.0
Saint Kitts and Nevis,1992,15-24 years,male,0.0
Saint Kitts and Nevis,1992,25-34 years,male,0.0
Saint Kitts and Nevis,1992,35-54 years,male,0.0
Saint Kitts and Nevis,1992,5-14 years,male,0.0
Saint Kitts and Nevis,1992,55-74 years,male,0.0
Saint Kitts and Nevis,1992,75+ years,male,0.0
Saint Lucia,1986,35-54 years,male,36.14
Saint Lucia,1986,25-34 years,male,23.81
Saint Lucia,1986,15-24 years,female,0.0
Saint Lucia,1986,25-34 years,female,0.0
Saint Lucia,1986,35-54 years,female,0.0
Saint Lucia,1986,5-14 years,female,0.0
Saint Lucia,1986,55-74 years,female,0.0
Saint Lucia,1986,75+ years,female,0.0
Saint Lucia,1986,15-24 years,male,0.0
Saint Lucia,1986,5-14 years,male,0.0
Saint Lucia,1986,55-74 years,male,0.0
Saint Lucia,1986,75+ years,male,0.0
Saint Lucia,1987,55-74 years,male,61.22
Saint Lucia,1987,25-34 years,male,33.71
Saint Lucia,1987,35-54 years,male,22.99
Saint Lucia,1987,15-24 years,male,13.7
Saint Lucia,1987,25-34 years,female,9.8
Saint Lucia,1987,15-24 years,female,0.0
Saint Lucia,1987,35-54 years,female,0.0
Saint Lucia,1987,5-14 years,female,0.0
Saint Lucia,1987,55-74 years,female,0.0
Saint Lucia,1987,75+ years,female,0.0
Saint Lucia,1987,5-14 years,male,0.0
Saint Lucia,1987,75+ years,male,0.0
Saint Lucia,1988,75+ years,female,62.5
Saint Lucia,1988,55-74 years,male,40.82
Saint Lucia,1988,55-74 years,female,31.75
Saint Lucia,1988,35-54 years,male,22.73
Saint Lucia,1988,25-34 years,male,11.11
Saint Lucia,1988,15-24 years,male,6.76
Saint Lucia,1988,5-14 years,female,6.54
Saint Lucia,1988,15-24 years,female,0.0
Saint Lucia,1988,25-34 years,female,0.0
Saint Lucia,1988,35-54 years,female,0.0
Saint Lucia,1988,5-14 years,male,0.0
Saint Lucia,1988,75+ years,male,0.0
Saint Lucia,1989,55-74 years,male,30.62
Saint Lucia,1989,55-74 years,female,13.91
Saint Lucia,1989,25-34 years,male,10.41
Saint Lucia,1989,25-34 years,female,9.93
Saint Lucia,1989,35-54 years,male,9.72
Saint Lucia,1989,15-24 years,male,7.26
Saint Lucia,1989,15-24 years,female,7.06
Saint Lucia,1989,35-54 years,female,0.0
Saint Lucia,1989,5-14 years,female,0.0
Saint Lucia,1989,75+ years,female,0.0
Saint Lucia,1989,5-14 years,male,0.0
Saint Lucia,1989,75+ years,male,0.0
Saint Lucia,1990,25-34 years,male,10.03
Saint Lucia,1990,25-34 years,female,9.53
Saint Lucia,1990,15-24 years,male,7.36
Saint Lucia,1990,15-24 years,female,0.0
Saint Lucia,1990,35-54 years,female,0.0
Saint Lucia,1990,5-14 years,female,0.0
Saint Lucia,1990,55-74 years,female,0.0
Saint Lucia,1990,75+ years,female,0.0
Saint Lucia,1990,35-54 years,male,0.0
Saint Lucia,1990,5-14 years,male,0.0
Saint Lucia,1990,55-74 years,male,0.0
Saint Lucia,1990,75+ years,male,0.0
Saint Lucia,1991,75+ years,male,59.28
Saint Lucia,1991,25-34 years,male,19.31
Saint Lucia,1991,35-54 years,male,18.17
Saint Lucia,1991,15-24 years,male,7.33
Saint Lucia,1991,15-24 years,female,0.0
Saint Lucia,1991,25-34 years,female,0.0
Saint Lucia,1991,35-54 years,female,0.0
Saint Lucia,1991,5-14 years,female,0.0
Saint Lucia,1991,55-74 years,female,0.0
Saint Lucia,1991,75+ years,female,0.0
Saint Lucia,1991,5-14 years,male,0.0
Saint Lucia,1991,55-74 years,male,0.0
Saint Lucia,1992,35-54 years,male,61.65
Saint Lucia,1992,15-24 years,male,22.05
Saint Lucia,1992,55-74 years,male,14.41
Saint Lucia,1992,15-24 years,female,0.0
Saint Lucia,1992,25-34 years,female,0.0
Saint Lucia,1992,35-54 years,female,0.0
Saint Lucia,1992,5-14 years,female,0.0
Saint Lucia,1992,55-74 years,female,0.0
Saint Lucia,1992,75+ years,female,0.0
Saint Lucia,1992,25-34 years,male,0.0
Saint Lucia,1992,5-14 years,male,0.0
Saint Lucia,1992,75+ years,male,0.0
Saint Lucia,1993,35-54 years,male,42.64
Saint Lucia,1993,25-34 years,male,18.26
Saint Lucia,1993,55-74 years,male,14.38
Saint Lucia,1993,15-24 years,female,0.0
Saint Lucia,1993,25-34 years,female,0.0
Saint Lucia,1993,35-54 years,female,0.0
Saint Lucia,1993,5-14 years,female,0.0
Saint Lucia,1993,55-74 years,female,0.0
Saint Lucia,1993,75+ years,female,0.0
Saint Lucia,1993,15-24 years,male,0.0
Saint Lucia,1993,5-14 years,male,0.0
Saint Lucia,1993,75+ years,male,0.0
Saint Lucia,1994,35-54 years,male,16.45
Saint Lucia,1994,15-24 years,male,14.96
Saint Lucia,1994,15-24 years,female,14.39
Saint Lucia,1994,25-34 years,female,0.0
Saint Lucia,1994,35-54 years,female,0.0
Saint Lucia,1994,5-14 years,female,0.0
Saint Lucia,1994,55-74 years,female,0.0
Saint Lucia,1994,75+ years,female,0.0
Saint Lucia,1994,25-34 years,male,0.0
Saint Lucia,1994,5-14 years,male,0.0
Saint Lucia,1994,55-74 years,male,0.0
Saint Lucia,1994,75+ years,male,0.0
Saint Lucia,1995,25-34 years,male,35.26
Saint Lucia,1995,35-54 years,male,23.67
Saint Lucia,1995,15-24 years,male,15.08
Saint Lucia,1995,35-54 years,female,7.7
Saint Lucia,1995,15-24 years,female,0.0
Saint Lucia,1995,25-34 years,female,0.0
Saint Lucia,1995,5-14 years,female,0.0
Saint Lucia,1995,55-74 years,female,0.0
Saint Lucia,1995,75+ years,female,0.0
Saint Lucia,1995,5-14 years,male,0.0
Saint Lucia,1995,55-74 years,male,0.0
Saint Lucia,1995,75+ years,male,0.0
Saint Lucia,1996,25-34 years,male,17.44
Saint Lucia,1996,35-54 years,male,15.18
Saint Lucia,1996,15-24 years,male,14.88
Saint Lucia,1996,55-74 years,female,13.53
Saint Lucia,1996,15-24 years,female,0.0
Saint Lucia,1996,25-34 years,female,0.0
Saint Lucia,1996,35-54 years,female,0.0
Saint Lucia,1996,5-14 years,female,0.0
Saint Lucia,1996,75+ years,female,0.0
Saint Lucia,1996,5-14 years,male,0.0
Saint Lucia,1996,55-74 years,male,0.0
Saint Lucia,1996,75+ years,male,0.0
Saint Lucia,1997,75+ years,male,43.61
Saint Lucia,1997,55-74 years,male,28.91
Saint Lucia,1997,35-54 years,male,21.77
Saint Lucia,1997,15-24 years,male,14.61
Saint Lucia,1997,25-34 years,male,8.64
Saint Lucia,1997,15-24 years,female,0.0
Saint Lucia,1997,25-34 years,female,0.0
Saint Lucia,1997,35-54 years,female,0.0
Saint Lucia,1997,5-14 years,female,0.0
Saint Lucia,1997,55-74 years,female,0.0
Saint Lucia,1997,75+ years,female,0.0
Saint Lucia,1997,5-14 years,male,0.0
Saint Lucia,1998,75+ years,male,42.64
Saint Lucia,1998,75+ years,female,31.91
Saint Lucia,1998,25-34 years,male,17.17
Saint Lucia,1998,35-54 years,male,13.85
Saint Lucia,1998,35-54 years,female,13.46
Saint Lucia,1998,15-24 years,female,0.0
Saint Lucia,1998,25-34 years,female,0.0
Saint Lucia,1998,5-14 years,female,0.0
Saint Lucia,1998,55-74 years,female,0.0
Saint Lucia,1998,15-24 years,male,0.0
Saint Lucia,1998,5-14 years,male,0.0
Saint Lucia,1998,55-74 years,male,0.0
Saint Lucia,1999,55-74 years,male,28.97
Saint Lucia,1999,25-34 years,male,25.6
Saint Lucia,1999,15-24 years,male,6.98
Saint Lucia,1999,15-24 years,female,6.77
Saint Lucia,1999,35-54 years,male,6.62
Saint Lucia,1999,25-34 years,female,0.0
Saint Lucia,1999,35-54 years,female,0.0
Saint Lucia,1999,5-14 years,female,0.0
Saint Lucia,1999,55-74 years,female,0.0
Saint Lucia,1999,75+ years,female,0.0
Saint Lucia,1999,5-14 years,male,0.0
Saint Lucia,1999,75+ years,male,0.0
Saint Lucia,2000,75+ years,male,83.4
Saint Lucia,2000,55-74 years,male,43.23
Saint Lucia,2000,25-34 years,male,25.46
Saint Lucia,2000,55-74 years,female,13.25
Saint Lucia,2000,35-54 years,male,12.7
Saint Lucia,2000,25-34 years,female,7.88
Saint Lucia,2000,35-54 years,female,6.17
Saint Lucia,2000,5-14 years,male,5.77
Saint Lucia,2000,15-24 years,female,0.0
Saint Lucia,2000,5-14 years,female,0.0
Saint Lucia,2000,75+ years,female,0.0
Saint Lucia,2000,15-24 years,male,0.0
Saint Lucia,2001,25-34 years,male,25.22
Saint Lucia,2001,55-74 years,male,14.43
Saint Lucia,2001,15-24 years,male,13.31
Saint Lucia,2001,35-54 years,male,6.12
Saint Lucia,2001,15-24 years,female,0.0
Saint Lucia,2001,25-34 years,female,0.0
Saint Lucia,2001,35-54 years,female,0.0
Saint Lucia,2001,5-14 years,female,0.0
Saint Lucia,2001,55-74 years,female,0.0
Saint Lucia,2001,75+ years,female,0.0
Saint Lucia,2001,5-14 years,male,0.0
Saint Lucia,2001,75+ years,male,0.0
Saint Lucia,2002,75+ years,male,81.6
Saint Lucia,2002,75+ years,female,31.08
Saint Lucia,2002,25-34 years,male,16.64
Saint Lucia,2002,55-74 years,male,14.34
Saint Lucia,2002,15-24 years,male,13.0
Saint Lucia,2002,55-74 years,female,12.89
Saint Lucia,2002,15-24 years,female,6.3
Saint Lucia,2002,35-54 years,male,5.93
Saint Lucia,2002,35-54 years,female,5.74
Saint Lucia,2002,25-34 years,female,0.0
Saint Lucia,2002,5-14 years,female,0.0
Saint Lucia,2002,5-14 years,male,0.0
Saint Lucia,2003,75+ years,male,41.2
Saint Lucia,2003,75+ years,female,31.54
Saint Lucia,2003,25-34 years,male,16.45
Saint Lucia,2003,55-74 years,male,14.15
Saint Lucia,2003,15-24 years,female,12.28
Saint Lucia,2003,15-24 years,male,6.35
Saint Lucia,2003,35-54 years,male,5.74
Saint Lucia,2003,35-54 years,female,5.55
Saint Lucia,2003,25-34 years,female,0.0
Saint Lucia,2003,5-14 years,female,0.0
Saint Lucia,2003,55-74 years,female,0.0
Saint Lucia,2003,5-14 years,male,0.0
Saint Lucia,2004,55-74 years,male,27.7
Saint Lucia,2004,35-54 years,male,22.27
Saint Lucia,2004,25-34 years,male,16.2
Saint Lucia,2004,15-24 years,female,0.0
Saint Lucia,2004,25-34 years,female,0.0
Saint Lucia,2004,35-54 years,female,0.0
Saint Lucia,2004,5-14 years,female,0.0
Saint Lucia,2004,55-74 years,female,0.0
Saint Lucia,2004,75+ years,female,0.0
Saint Lucia,2004,15-24 years,male,0.0
Saint Lucia,2004,5-14 years,male,0.0
Saint Lucia,2004,75+ years,male,0.0
Saint Lucia,2005,35-54 years,male,10.79
Saint Lucia,2005,25-34 years,male,7.95
Saint Lucia,2005,15-24 years,male,6.08
Saint Lucia,2005,15-24 years,female,0.0
Saint Lucia,2005,25-34 years,female,0.0
Saint Lucia,2005,35-54 years,female,0.0
Saint Lucia,2005,5-14 years,female,0.0
Saint Lucia,2005,55-74 years,female,0.0
Saint Lucia,2005,75+ years,female,0.0
Saint Lucia,2005,5-14 years,male,0.0
Saint Lucia,2005,55-74 years,male,0.0
Saint Lucia,2005,75+ years,male,0.0
Saint Lucia,2006,55-74 years,male,12.68
Saint Lucia,2006,35-54 years,male,5.15
Saint Lucia,2006,15-24 years,female,0.0
Saint Lucia,2006,25-34 years,female,0.0
Saint Lucia,2006,35-54 years,female,0.0
Saint Lucia,2006,5-14 years,female,0.0
Saint Lucia,2006,55-74 years,female,0.0
Saint Lucia,2006,75+ years,female,0.0
Saint Lucia,2006,15-24 years,male,0.0
Saint Lucia,2006,25-34 years,male,0.0
Saint Lucia,2006,5-14 years,male,0.0
Saint Lucia,2006,75+ years,male,0.0
Saint Lucia,2008,15-24 years,female,0.0
Saint Lucia,2008,25-34 years,female,0.0
Saint Lucia,2008,35-54 years,female,0.0
Saint Lucia,2008,5-14 years,female,0.0
Saint Lucia,2008,55-74 years,female,0.0
Saint Lucia,2008,75+ years,female,0.0
Saint Lucia,2008,15-24 years,male,0.0
Saint Lucia,2008,25-34 years,male,0.0
Saint Lucia,2008,35-54 years,male,0.0
Saint Lucia,2008,5-14 years,male,0.0
Saint Lucia,2008,55-74 years,male,0.0
Saint Lucia,2008,75+ years,male,0.0
Saint Lucia,2009,35-54 years,male,27.32
Saint Lucia,2009,55-74 years,male,20.82
Saint Lucia,2009,15-24 years,male,19.18
Saint Lucia,2009,25-34 years,male,15.0
Saint Lucia,2009,15-24 years,female,0.0
Saint Lucia,2009,25-34 years,female,0.0
Saint Lucia,2009,35-54 years,female,0.0
Saint Lucia,2009,5-14 years,female,0.0
Saint Lucia,2009,55-74 years,female,0.0
Saint Lucia,2009,75+ years,female,0.0
Saint Lucia,2009,5-14 years,male,0.0
Saint Lucia,2009,75+ years,male,0.0
Saint Lucia,2010,55-74 years,male,19.52
Saint Lucia,2010,15-24 years,female,6.38
Saint Lucia,2010,35-54 years,male,4.41
Saint Lucia,2010,25-34 years,female,0.0
Saint Lucia,2010,35-54 years,female,0.0
Saint Lucia,2010,5-14 years,female,0.0
Saint Lucia,2010,55-74 years,female,0.0
Saint Lucia,2010,75+ years,female,0.0
Saint Lucia,2010,15-24 years,male,0.0
Saint Lucia,2010,25-34 years,male,0.0
Saint Lucia,2010,5-14 years,male,0.0
Saint Lucia,2010,75+ years,male,0.0
Saint Lucia,2011,55-74 years,male,28.53
Saint Lucia,2011,35-54 years,male,17.33
Saint Lucia,2011,25-34 years,male,7.46
Saint Lucia,2011,15-24 years,female,0.0
Saint Lucia,2011,25-34 years,female,0.0
Saint Lucia,2011,35-54 years,female,0.0
Saint Lucia,2011,5-14 years,female,0.0
Saint Lucia,2011,55-74 years,female,0.0
Saint Lucia,2011,75+ years,female,0.0
Saint Lucia,2011,15-24 years,male,0.0
Saint Lucia,2011,5-14 years,male,0.0
Saint Lucia,2011,75+ years,male,0.0
Saint Lucia,2012,75+ years,male,33.59
Saint Lucia,2012,35-54 years,male,17.07
Saint Lucia,2012,55-74 years,male,9.27
Saint Lucia,2012,25-34 years,male,7.44
Saint Lucia,2012,5-14 years,male,7.36
Saint Lucia,2012,15-24 years,male,6.24
Saint Lucia,2012,35-54 years,female,4.06
Saint Lucia,2012,15-24 years,female,0.0
Saint Lucia,2012,25-34 years,female,0.0
Saint Lucia,2012,5-14 years,female,0.0
Saint Lucia,2012,55-74 years,female,0.0
Saint Lucia,2012,75+ years,female,0.0
Saint Lucia,2013,75+ years,male,32.93
Saint Lucia,2013,25-34 years,male,22.3
Saint Lucia,2013,55-74 years,male,18.04
Saint Lucia,2013,35-54 years,male,16.84
Saint Lucia,2013,15-24 years,male,12.36
Saint Lucia,2013,5-14 years,male,7.62
Saint Lucia,2013,35-54 years,female,4.01
Saint Lucia,2013,15-24 years,female,0.0
Saint Lucia,2013,25-34 years,female,0.0
Saint Lucia,2013,5-14 years,female,0.0
Saint Lucia,2013,55-74 years,female,0.0
Saint Lucia,2013,75+ years,female,0.0
Saint Lucia,2014,55-74 years,male,26.23
Saint Lucia,2014,25-34 years,male,22.26
Saint Lucia,2014,35-54 years,male,16.62
Saint Lucia,2014,25-34 years,female,14.12
Saint Lucia,2014,15-24 years,female,6.18
Saint Lucia,2014,15-24 years,male,6.15
Saint Lucia,2014,35-54 years,female,0.0
Saint Lucia,2014,5-14 years,female,0.0
Saint Lucia,2014,55-74 years,female,0.0
Saint Lucia,2014,75+ years,female,0.0
Saint Lucia,2014,5-14 years,male,0.0
Saint Lucia,2014,75+ years,male,0.0
Saint Vincent and the Grenadines,1985,35-54 years,male,32.79
Saint Vincent and the Grenadines,1985,15-24 years,female,0.0
Saint Vincent and the Grenadines,1985,25-34 years,female,0.0
Saint Vincent and the Grenadines,1985,35-54 years,female,0.0
Saint Vincent and the Grenadines,1985,5-14 years,female,0.0
Saint Vincent and the Grenadines,1985,55-74 years,female,0.0
Saint Vincent and the Grenadines,1985,75+ years,female,0.0
Saint Vincent and the Grenadines,1985,15-24 years,male,0.0
Saint Vincent and the Grenadines,1985,25-34 years,male,0.0
Saint Vincent and the Grenadines,1985,5-14 years,male,0.0
Saint Vincent and the Grenadines,1985,55-74 years,male,0.0
Saint Vincent and the Grenadines,1985,75+ years,male,0.0
Saint Vincent and the Grenadines,1986,15-24 years,female,0.0
