country,year,suicides/100k pop,gdp_per_capita
Finland,1987,286.49,19861.0
Finland,1988,65.79,23546.0
Finland,1989,105.51,25582.0
Finland,1990,71.14,30271.0
Finland,1991,312.25,27214.0
Finland,1992,62.660000000000004,23857.0
Finland,1993,274.73,18826.0
Finland,1994,102.77,21699.0
Finland,1995,260.49,28068.0
Finland,1996,85.25,27508.0
Finland,1997,58.38,26296.0
Finland,1998,114.31,27646.0
Finland,1999,85.64999999999999,27800.0
Finland,2000,60.19,25716.0
Finland,2001,176.18,26383.0
Finland,2002,175.07,28390.0
Finland,2003,94.94,34701.0
Finland,2004,84.25,39793.0
Finland,2005,100.64,41202.0
Finland,2006,180.41,43487.0
Finland,2007,99.63,51089.0
Finland,2008,173.53,56521.0
Finland,2009,55.48,49878.0
Finland,2010,165.11,48939.0
Finland,2011,60.04,53809.0
Finland,2012,57.839999999999996,50232.0
Finland,2013,45.49,52572.0
Finland,2014,138.03,52832.0
Finland,2015,37.19,44862.0
Finland,2017,3.8487974510000003,46297.49635
Finland,2018,4.224439197,49964.49990999999
Finland,2019,4.056790724,48628.64176
France,1985,82.14,10765.0
France,1986,120.44,14940.0
France,1987,103.28999999999999,17999.0
France,1988,97.64000000000001,19534.0
France,1989,97.69,19558.0
France,1990,221.66,23968.0
France,1991,71.25999999999999,23821.0
France,1992,209.06,26136.0
France,1993,73.27,24521.0
France,1994,205.19,25697.0
France,1995,226.38,29363.0
France,1996,71.95,29305.0
France,1997,60.879999999999995,26394.0
France,1998,198.07,27190.0
France,1999,56.22,27118.0
France,2000,200.94,24648.0
France,2001,134.07999999999998,24796.0
France,2002,174.98000000000002,26714.0
France,2003,188.07,32656.0
France,2004,134.32,37240.0
France,2005,52.42,38420.0
France,2006,163.5,40097.0
France,2007,64.72,45682.0
France,2008,161.18,49901.0
France,2009,47.35,45775.0
France,2010,112.7,44747.0
France,2011,166.47,48217.0
France,2012,61.46,45002.0
France,2013,59.31,46922.0
France,2014,123.58,47318.0
Georgia,1990,37.120000000000005,1555.0
Georgia,1991,21.51,1267.0
Georgia,1992,47.08,740.0
Georgia,1994,21.62,556.0
Georgia,1995,25.23,611.0
Georgia,1996,44.660000000000004,718.0
Georgia,1997,32.5,828.0
Georgia,1998,30.07,858.0
Georgia,1999,55.18,669.0
Georgia,2000,24.8,734.0
Georgia,2001,12.2,777.0
Georgia,2004,26.73,1253.0
Georgia,2005,20.67,1552.0
Georgia,2006,7.88,1859.0
Georgia,2007,11.89,2448.0
Georgia,2009,33.620000000000005,2589.0
Georgia,2010,17.22,2775.0
Georgia,2011,28.209999999999997,3435.0
Georgia,2012,21.080000000000002,3772.0
Georgia,2013,9.5,3850.0
Georgia,2014,11.49,4757.0
Georgia,2015,41.36,4046.0
Georgia,2017,1.368024284,4357.000936
Georgia,2018,1.207551545,4722.787783
Georgia,2019,1.021461167,4697.983652
Georgia,2020,0.913311679,4266.690795
Germany,1990,68.0,23546.0
Germany,1991,66.79,24662.0
Germany,1992,109.03999999999999,27888.0
Germany,1993,56.42,26937.0
Germany,1994,166.19,28588.0
Germany,1995,55.910000000000004,33420.0
Germany,1996,122.75999999999999,32147.0
Germany,1997,49.97,28420.0
Germany,1998,95.28999999999999,28733.0
Germany,1999,121.41,28154.0
Germany,2000,41.980000000000004,24922.0
Germany,2001,42.64,24874.0
Germany,2002,98.08,26441.0
Germany,2003,42.62,31816.0
Germany,2004,59.8,35772.0
Germany,2005,105.77,36289.0
Germany,2006,64.74,38088.0
Germany,2007,32.79,43667.0
Germany,2008,96.21000000000001,47702.0
Germany,2009,31.55,43570.0
Germany,2010,34.4,43614.0
Germany,2011,118.68,47947.0
Germany,2012,34.51,45142.0
Germany,2013,118.06,48563.0
Germany,2014,34.48,50167.0
Germany,2015,115.32000000000001,43201.0
Germany,2017,3.595581654,44542.2952
Germany,2018,4.700516545,47950.18081
Germany,2019,4.2915788699999995,46794.89929
Germany,2020,4.389083419,46208.42947
Greece,1985,16.509999999999998,5156.0
Greece,1986,33.08,6040.0
Greece,1987,14.27,6994.0
Greece,1988,15.42,8070.0
Greece,1989,13.75,8310.0
Greece,1990,42.1,10179.0
Greece,1991,11.280000000000001,10816.0
Greece,1992,39.9,11818.0
Greece,1993,18.01,10957.0
Greece,1994,38.129999999999995,11638.0
Greece,1995,10.54,13550.0
Greece,1996,10.36,14330.0
Greece,1997,6.99,13968.0
Greece,1998,32.4,14008.0
Greece,1999,9.379999999999999,13756.0
Greece,2000,9.98,12509.0
Greece,2001,5.71,13043.0
Greece,2002,24.22,14676.0
Greece,2003,6.98,19202.0
Greece,2004,6.39,22804.0
Greece,2005,14.05,23414.0
Greece,2006,26.39,25739.0
Greece,2007,8.780000000000001,29896.0
Greece,2008,24.6,33168.0
Greece,2009,5.72,30785.0
Greece,2010,28.5,27886.0
Greece,2011,9.03,26825.0
Greece,2012,9.34,23309.0
Greece,2013,10.47,22994.0
Greece,2014,40.75,22834.0
Greece,2015,10.08,18927.0
Greece,2017,2.1664988800000002,18536.19072
Greece,2018,4.034331134,19747.34258
Greece,2019,2.658189808,19133.75776
Grenada,1985,25.08,1965.0
Grenada,1988,38.25,2707.0
Grenada,1989,65.09,3268.0
Grenada,1990,24.75,3391.0
Grenada,1993,34.21,3632.0
Grenada,1994,60.82,3735.0
Grenada,1995,51.95,3869.0
Grenada,1996,11.96,4087.0
Grenada,2003,69.18,6385.0
Grenada,2004,13.37,6428.0
Grenada,2005,147.81,7422.0
Grenada,2006,9.89,7423.0
Grenada,2007,36.12,8035.0
Grenada,2011,20.73,8188.0
Grenada,2012,18.009999999999998,8382.0
Grenada,2017,0.826986214,10152.83281
Guatemala,1986,24.310000000000002,1044.0
Guatemala,1987,27.16,997.0
Guatemala,1988,30.28,1074.0
Guatemala,1989,19.77,1122.0
Guatemala,1990,13.280000000000001,996.0
Guatemala,1991,27.77,1194.0
Guatemala,1992,7.16,1294.0
Guatemala,1993,10.51,1381.0
Guatemala,1994,13.36,1538.0
Guatemala,1995,10.379999999999999,1696.0
Guatemala,1996,21.740000000000002,1775.0
Guatemala,1997,8.33,1967.0
Guatemala,1998,10.57,2091.0
Guatemala,1999,22.52,1926.0
Guatemala,2000,8.58,1977.0
Guatemala,2001,11.969999999999999,1867.0
Guatemala,2002,11.05,2022.0
Guatemala,2003,24.07,2079.0
Guatemala,2004,13.32,2215.0
Guatemala,2005,13.879999999999999,2450.0
Guatemala,2006,16.65,2653.0
Guatemala,2007,30.790000000000003,2914.0
Guatemala,2008,17.34,3252.0
Guatemala,2009,41.86,3053.0
Guatemala,2010,10.64,3260.0
Guatemala,2011,14.26,3661.0
Guatemala,2012,8.45,3779.0
Guatemala,2013,19.14,3947.0
Guatemala,2014,35.14,4210.0
Guatemala,2015,13.15,4472.0
Guatemala,2017,1.790218914,4454.04815
Guatemala,2018,1.309112709,4478.424646
Guatemala,2019,2.077809323,4638.634943
Guatemala,2020,1.945625347,4603.339617
Guyana,1988,41.87,632.0
Guyana,1989,65.88,581.0
Guyana,1990,136.27,607.0
Guyana,1991,190.33,514.0
Guyana,1992,70.8,561.0
Guyana,1993,96.28,671.0
Guyana,1994,122.55,819.0
Guyana,1995,176.79000000000002,939.0
Guyana,1996,109.53,1070.0
Guyana,1997,59.84,1139.0
Guyana,1998,62.2,1092.0
Guyana,1999,234.26,1057.0
Guyana,2001,177.18,1054.0
Guyana,2002,260.5,1090.0
Guyana,2003,242.28,1116.0
Guyana,2004,149.85999999999999,1180.0
Guyana,2005,106.77000000000001,1235.0
Guyana,2006,140.61,2182.0
Guyana,2007,278.43,2602.0
Guyana,2008,271.21,2873.0
Guyana,2009,182.09,3076.0
Guyana,2010,330.44,3384.0
Guyana,2011,125.87,3815.0
Guyana,2012,292.4,4212.0
Guyana,2013,220.68,4372.0
Hungary,1991,322.51,3561.0
Hungary,1992,435.14,3970.0
Hungary,1993,180.54,4116.0
Hungary,1994,412.89,4431.0
Hungary,1995,376.49,4767.0
Hungary,1996,361.84000000000003,4792.0
Hungary,1997,364.03,4856.0
Hungary,1998,113.19,5010.0
Hungary,1999,383.75,5147.0
Hungary,2000,359.85,4966.0
Hungary,2001,124.35000000000001,5546.0
Hungary,2002,306.36,6995.0
Hungary,2003,284.8,8840.0
Hungary,2004,88.6,10806.0
Hungary,2005,286.59000000000003,11764.0
Hungary,2006,247.16,12021.0
Hungary,2007,263.78000000000003,14609.0
Hungary,2008,242.42000000000002,16540.0
Hungary,2009,180.63,13697.0
Hungary,2010,243.15,13761.0
Hungary,2011,238.78,14827.0
Hungary,2012,59.709999999999994,13525.0
Hungary,2013,204.72,14333.0
Hungary,2014,112.66,14886.0
Hungary,2015,69.69,13087.0
Hungary,2016,126.5,13448.0
Hungary,2017,12.66861777,14623.69665
Hungary,2018,9.830634836000002,16427.37276
Hungary,2019,11.840991752,16735.65978
Iceland,1985,113.43,13357.0
Iceland,1986,146.78,17681.0
Iceland,1987,113.59,24107.0
Iceland,1988,69.39,26249.0
Iceland,1989,79.28,24089.0
Iceland,1990,101.99000000000001,27316.0
Iceland,1991,159.67000000000002,28857.0
Iceland,1992,40.629999999999995,29311.0
Iceland,1993,81.07,25474.0
Iceland,1994,79.76,25937.0
Iceland,1995,49.910000000000004,28680.0
Iceland,1996,131.67000000000002,29740.0
Iceland,1997,65.03,30326.0
Iceland,1998,56.53,33513.0
Iceland,1999,83.22,34858.0
Iceland,2000,147.27,34372.0
Iceland,2001,97.01,30850.0
Iceland,2002,45.11,34556.0
Iceland,2003,48.34,42174.0
Iceland,2004,121.55,50528.0
Iceland,2005,69.13,60712.0
Iceland,2006,58.230000000000004,60243.0
Iceland,2007,83.46000000000001,73590.0
Iceland,2008,79.81,59489.0
Iceland,2009,63.34,43700.0
Iceland,2010,152.56,45179.0
Iceland,2011,22.96,49861.0
Iceland,2012,91.39,48083.0
Iceland,2013,93.19999999999999,51749.0
Iceland,2014,50.25,56833.0
Iceland,2015,116.07000000000001,54909.0
Iceland,2016,99.38,64708.0
Iceland,2017,7.280139778000001,72010.14903
Iceland,2018,5.9537141259999995,74469.80406
Iceland,2019,6.1015689349999995,68941.46223
Iceland,2020,4.638940358,59270.18005
Ireland,1985,28.41,6638.0
Ireland,1986,81.67999999999999,8937.0
Ireland,1987,26.330000000000002,10515.0
Ireland,1988,24.58,11696.0
Ireland,1989,25.3,12188.0
Ireland,1990,96.28999999999999,15312.0
Ireland,1991,44.46,15328.0
Ireland,1992,71.36,17051.0
Ireland,1993,42.49,15872.0
Ireland,1994,113.4,17188.0
Ireland,1995,27.259999999999998,20689.0
Ireland,1996,21.58,22478.0
Ireland,1997,30.0,24259.0
Ireland,1998,126.59,26115.0
Ireland,1999,27.57,28344.0
Ireland,2000,31.07,28340.0
Ireland,2001,34.32,30536.0
Ireland,2002,72.82,35154.0
Ireland,2003,37.82,44473.0
Ireland,2004,20.52,51662.0
Ireland,2005,58.0,55213.0
Ireland,2006,37.76,58941.0
Ireland,2007,95.6,67032.0
Ireland,2008,32.28,67173.0
Ireland,2009,100.37,57390.0
Ireland,2010,24.87,52042.0
Ireland,2011,34.28,56655.0
Ireland,2012,23.21,53443.0
Ireland,2013,90.49,56628.0
Ireland,2014,21.1,59634.0
Ireland,2018,3.7803175309999997,79068.97461
Israel,1985,55.68,7325.0
Israel,1986,86.28,8938.0
Israel,1987,39.31,10558.0
Israel,1988,72.38,12687.0
Israel,1989,50.550000000000004,12405.0
Israel,1990,32.11,14193.0
Israel,1991,38.92,15267.0
Israel,1992,95.58,16469.0
Israel,1993,73.5,16102.0
Israel,1994,86.61,17814.0
Israel,1995,47.150000000000006,20159.0
Israel,1996,52.43,21545.0
Israel,1997,27.85,21921.0
Israel,1998,34.71,21637.0
Israel,1999,80.73,21319.0
Israel,2000,22.72,23451.0
Israel,2001,20.32,22623.0
Israel,2002,21.58,20536.0
Israel,2003,80.61,21133.0
Israel,2004,21.2,22168.0
Israel,2005,28.35,22901.0
Israel,2006,18.810000000000002,24306.0
Israel,2007,61.18,27712.0
Israel,2008,13.51,32874.0
Israel,2009,50.269999999999996,30812.0
Israel,2010,36.410000000000004,34104.0
Israel,2011,15.69,37528.0
Israel,2012,28.25,36263.0
Israel,2013,16.08,40477.0
Israel,2014,24.94,41869.0
Israel,2015,14.11,39793.0
Israel,2017,1.124717385,40774.12961
Israel,2018,1.5085333459999999,42063.45313
Italy,1985,35.26,8329.0
Italy,1986,41.47,11762.0
Italy,1987,39.46,14756.0
Italy,1988,28.310000000000002,16282.0
Italy,1989,29.78,16922.0
Italy,1990,36.89,21472.0
Italy,1991,30.48,22805.0
Italy,1992,38.3,24297.0
Italy,1993,24.7,19605.0
Italy,1994,94.31,20235.0
Italy,1995,23.45,21625.0
Italy,1996,25.37,24172.0
Italy,1997,93.55,22869.0
Italy,1998,27.18,23342.0
Italy,1999,47.99,23002.0
Italy,2000,28.58,21027.0
Italy,2001,49.48,21392.0
Italy,2002,17.759999999999998,23227.0
Italy,2003,25.720000000000002,28572.0
Italy,2004,21.59,32704.0
Italy,2005,27.61,33536.0
Italy,2006,40.21,34578.0
Italy,2007,15.49,38935.0
Italy,2008,25.869999999999997,41935.0
Italy,2009,15.09,38101.0
Italy,2010,55.43,36869.0
Italy,2011,14.9,40210.0
Italy,2012,16.08,36497.0
Italy,2013,16.47,37050.0
Italy,2014,62.59,37035.0
Italy,2015,14.57,31537.0
Italy,2017,3.9694922960000003,32326.67421
Jamaica,1985,5.02,1032.0
Jamaica,1986,0.57,1342.0
Jamaica,1987,7.22,1587.0
Jamaica,1988,4.2,1831.0
Jamaica,1990,1.32,2155.0
Jamaica,1991,0.9,1889.0
Jamaica,2000,1.16,3795.0
Jamaica,2001,2.8,3838.0
Jamaica,2002,0.7,4013.0
Jamaica,2003,0.9099999999999999,3852.0
Jamaica,2004,0.74,4119.0
Jamaica,2005,23.4,4505.0
Jamaica,2009,14.129999999999999,4686.0
Jamaica,2010,1.16,5100.0
Jamaica,2011,13.940000000000001,5552.0
Japan,1985,171.88,12401.0
Japan,1986,119.93,18288.0
Japan,1987,108.67,22137.0
Japan,1988,108.17,26687.0
Japan,1989,132.47,26389.0
Japan,1990,95.14,26949.0
Japan,1991,101.64999999999999,30688.0
Japan,1992,85.41,33320.0
Japan,1993,94.39,37832.0
Japan,1994,95.83,41563.0
Japan,1995,76.77000000000001,46043.0
Japan,1996,93.53,40693.0
Japan,1997,77.46000000000001,37080.0
Japan,1998,93.59,33791.0
Japan,1999,184.64,38164.0
Japan,2000,148.36,40813.0
Japan,2001,84.99,35843.0
Japan,2002,146.22,34239.0
Japan,2003,115.16999999999999,36926.0
Japan,2004,73.84,39960.0
Japan,2005,171.07,39412.0
Japan,2006,107.9,37534.0
Japan,2007,76.39,37408.0
Japan,2008,139.06,41773.0
Japan,2009,74.03,43415.0
Japan,2010,183.04,47059.0
Japan,2011,77.21,50919.0
Japan,2012,67.55,51379.0
Japan,2013,88.47,42781.0
Japan,2014,114.03,40328.0
Japan,2015,58.29,36510.0
Japan,2017,4.734902183,38891.08627
Japan,2018,4.639976027,39808.16856
Japan,2019,4.216910285,40777.6087
Jordan,2017,0.09789160000000001,4231.51828
Jordan,2018,0.105163882,4308.151074
Kazakhstan,1990,162.59,1823.0
Kazakhstan,1991,244.57,1664.0
Kazakhstan,1992,246.29,1644.0
Kazakhstan,1993,301.18,1527.0
Kazakhstan,1994,281.11,1395.0
Kazakhstan,1995,84.74000000000001,1359.0
Kazakhstan,1996,379.15999999999997,1452.0
Kazakhstan,1997,301.87,1540.0
Kazakhstan,1998,237.26999999999998,1599.0
Kazakhstan,1999,338.03999999999996,1225.0
Kazakhstan,2000,111.53999999999999,1328.0
Kazakhstan,2001,352.42,1608.0
Kazakhstan,2002,231.59,1788.0
Kazakhstan,2003,342.64,2232.0
Kazakhstan,2004,274.46,3110.0
Kazakhstan,2005,64.71,4096.0
Kazakhstan,2006,309.15,5770.0
Kazakhstan,2007,115.07,7423.0
Kazakhstan,2008,125.82000000000001,9387.0
Kazakhstan,2009,268.14,8024.0
Kazakhstan,2010,105.95,10062.0
Kazakhstan,2011,88.99000000000001,12969.0
Kazakhstan,2012,204.24,13845.0
Kazakhstan,2013,55.8,15552.0
Kazakhstan,2014,192.71,14351.0
Kazakhstan,2015,42.67,11784.0
Kazakhstan,2017,7.495380804999999,9247.581331
Kazakhstan,2018,6.702613833000001,9812.626371
Kazakhstan,2019,2.8303405809999997,9812.595808
Kazakhstan,2020,1.924751699,9122.23343
Kiribati,1991,150.49,768.0
Kiribati,1992,81.78,759.0
Kiribati,1993,178.4,735.0
Kiribati,1994,104.71000000000001,845.0
Kiribati,1995,56.71,855.0
Kiribati,1996,62.57,991.0
Kiribati,1997,76.06,988.0
Kiribati,1998,50.45,939.0
Kuwait,1985,8.91,14607.0
Kuwait,1986,5.86,11661.0
Kuwait,1987,8.7,13924.0
Kuwait,1993,8.19,18798.0
Kuwait,1994,13.19,17161.0
Kuwait,1995,8.129999999999999,17995.0
Kuwait,1996,14.37,20076.0
Kuwait,1997,14.52,18766.0
Kuwait,1998,10.61,14209.0
Kuwait,1999,9.67,15864.0
Kuwait,2000,9.44,19112.0
Kuwait,2001,6.65,17116.0
Kuwait,2002,5.3,17668.0
Kuwait,2003,7.25,24544.0
Kuwait,2004,7.6,29778.0
Kuwait,2005,13.280000000000001,39166.0
Kuwait,2006,11.3,46890.0
Kuwait,2007,6.99,37283.0
Kuwait,2008,4.92,43746.0
Kuwait,2009,9.49,33453.0
Kuwait,2010,6.78,35171.0
Kuwait,2011,7.1,46203.0
Kuwait,2012,10.74,49781.0
Kuwait,2013,6.109999999999999,48729.0
Kuwait,2014,7.54,43774.0
Kuwait,2017,0.9939625259999999,29759.467469999996
Kuwait,2018,0.926529672,33399.06044
Kuwait,2019,0.270203328,32373.25112
Kyrgyzstan,1990,89.89,715.0
Kyrgyzstan,1991,60.54,677.0
Kyrgyzstan,1992,71.27000000000001,603.0
Kyrgyzstan,1993,62.06,528.0
Kyrgyzstan,1994,197.29,437.0
Kyrgyzstan,1995,73.8,425.0
Kyrgyzstan,1996,92.69,459.0
Kyrgyzstan,1997,151.93,435.0
Kyrgyzstan,1998,28.88,398.0
Kyrgyzstan,1999,46.58,291.0
Kyrgyzstan,2000,73.07,313.0
Kyrgyzstan,2001,26.77,345.0
Kyrgyzstan,2002,31.57,359.0
Kyrgyzstan,2003,25.05,424.0
Kyrgyzstan,2004,67.93,484.0
Kyrgyzstan,2005,21.32,533.0
Kyrgyzstan,2006,82.74,610.0
Kyrgyzstan,2007,50.709999999999994,814.0
Kyrgyzstan,2008,106.13,1096.0
Kyrgyzstan,2009,24.439999999999998,977.0
Kyrgyzstan,2010,112.71000000000001,991.0
Kyrgyzstan,2011,29.15,1273.0
Kyrgyzstan,2012,37.11,1339.0
Kyrgyzstan,2013,72.47,1463.0
Kyrgyzstan,2014,26.560000000000002,1465.0
Kyrgyzstan,2015,76.65,1285.0
Kyrgyzstan,2017,4.969184601,1242.769643
Kyrgyzstan,2018,4.823812236,1308.140165
Kyrgyzstan,2019,4.662185187,1374.032105
Latvia,1995,297.24,2438.0
Latvia,1996,244.64,2526.0
Latvia,1997,277.87,2771.0
Latvia,1998,75.92,3061.0
Latvia,1999,340.03999999999996,3228.0
Latvia,2000,289.32,3494.0
Latvia,2001,293.14,3724.0
Latvia,2002,198.36,4311.0
Latvia,2003,61.55,5364.0
Latvia,2004,272.93,6644.0
Latvia,2005,112.25,7916.0
Latvia,2006,68.53999999999999,10139.0
Latvia,2007,244.63,14758.0
Latvia,2008,71.69999999999999,17217.0
Latvia,2009,89.82,12890.0
Latvia,2010,123.14,11951.0
Latvia,2011,65.5,14447.0
Latvia,2012,77.45,14558.0
Latvia,2013,212.66,15820.0
Latvia,2014,40.28,16544.0
Latvia,2015,61.06,14382.0
Latvia,2017,11.430054245,15656.34749
Latvia,2018,8.406090992,17856.30712
Latvia,2019,3.2395907260000003,17926.84159
Latvia,2020,9.050492805000001,17726.25294
Lebanon,2019,0.207543982,7578.172368
Lithuania,1995,320.99,2324.0
Lithuania,1996,157.91,2484.0
Lithuania,1997,212.5,3008.0
Lithuania,1998,91.78,3354.0
Lithuania,1999,209.57,3292.0
Lithuania,2000,210.49,3481.0
Lithuania,2001,475.37,3719.0
Lithuania,2002,472.7,4360.0
Lithuania,2003,80.92,5778.0
Lithuania,2004,121.66,7028.0
Lithuania,2005,135.24,8229.0
Lithuania,2006,102.09,9667.0
Lithuania,2007,292.58,12869.0
Lithuania,2008,65.96,15669.0
Lithuania,2009,64.84,12412.0
Lithuania,2010,330.85,12584.0
Lithuania,2011,222.07999999999998,15097.0
Lithuania,2012,121.21000000000001,15099.0
Lithuania,2013,372.33,16538.0
Lithuania,2014,59.88,17442.0
Lithuania,2015,61.35,15073.0
Lithuania,2016,317.14,15742.0
Lithuania,2017,7.636818374,16843.69965
Lithuania,2018,9.351989242999998,19176.81215
Lithuania,2019,19.32618193,19575.76848
Lithuania,2020,10.30453847,20233.64135
Luxembourg,1985,190.17,13743.0
Luxembourg,1986,130.37,20004.0
Luxembourg,1987,112.61,24654.0
Luxembourg,1988,57.94,27676.0
Luxembourg,1989,80.82,29239.0
Luxembourg,1990,113.64000000000001,36871.0
Luxembourg,1991,191.81,39465.0
Luxembourg,1992,85.66,43740.0
Luxembourg,1993,92.73,44320.0
Luxembourg,1994,186.68,48610.0
Luxembourg,1995,104.58,56499.0
Luxembourg,1996,50.97,56169.0
Luxembourg,1997,252.41,50260.0
Luxembourg,1998,49.519999999999996,50788.0
Luxembourg,1999,75.86,55054.0
Luxembourg,2000,59.06,51841.0
Luxembourg,2001,144.20999999999998,51391.0
Luxembourg,2002,156.5,56484.0
Luxembourg,2003,121.02000000000001,69768.0
Luxembourg,2004,83.53999999999999,80639.0
Luxembourg,2005,48.78,85397.0
Luxembourg,2006,122.23000000000002,95351.0
Luxembourg,2007,68.09,112581.0
Luxembourg,2008,25.64,121315.0
Luxembourg,2009,37.75,109483.0
Luxembourg,2010,118.05,111328.0
Luxembourg,2011,46.12,122729.0
Luxembourg,2012,112.94,113120.0
Luxembourg,2013,40.64,120423.0
Luxembourg,2014,98.78,126352.0
Luxembourg,2015,47.92,107456.0
Luxembourg,2017,4.359958145,109921.0314
Luxembourg,2018,2.138333745,117197.4817
Luxembourg,2019,4.193541623,113218.71329999999
Macau,1994,82.25,18081.0
Maldives,2001,110.49,3406.0
Maldives,2002,7.1000000000000005,3401.0
Maldives,2003,11.57,3867.0
Maldives,2004,3.74,4373.0
Maldives,2005,2.75,4026.0
Maldives,2007,6.33,6115.0
Maldives,2010,1.99,7806.0
Maldives,2011,5.39,8135.0
Maldives,2018,0.408364948,10279.07998
Maldives,2019,0.792851649,10561.61351
Malta,1985,8.76,3639.0
Malta,1986,3.61,4544.0
Malta,1987,18.87,5517.0
Malta,1988,25.0,6295.0
Malta,1989,76.45,6539.0
Malta,1990,23.75,7780.0
Malta,1991,24.18,8313.0
Malta,1992,75.65,9040.0
Malta,1993,33.6,8022.0
Malta,1994,49.28,8775.0
Malta,1995,32.83,9974.0
Malta,1996,43.26,10254.0
Malta,1997,58.86,10575.0
Malta,1998,28.869999999999997,11103.0
Malta,1999,49.739999999999995,11607.0
Malta,2000,50.09,11873.0
Malta,2001,62.6,11691.0
Malta,2002,35.29,12524.0
Malta,2003,35.52,14444.0
Malta,2004,52.050000000000004,15916.0
Malta,2005,54.230000000000004,16648.0
Malta,2006,63.34,17504.0
Malta,2007,67.12,20333.0
Malta,2008,29.81,23007.0
Malta,2009,96.64,21695.0
Malta,2010,78.08,22132.0
Malta,2011,47.5,23984.0
Malta,2012,48.73,23074.0
Malta,2013,53.849999999999994,25191.0
Malta,2014,91.25999999999999,27634.0
Malta,2015,41.18,25750.0
Malta,2017,3.8461620630000004,28250.69777
Mauritius,1985,102.07,1223.0
Mauritius,1986,17.57,1636.0
Mauritius,1987,91.00999999999999,2073.0
Mauritius,1988,178.79000000000002,2317.0
Mauritius,1989,125.86000000000001,2349.0
Mauritius,1990,110.81,2820.0
Mauritius,1991,120.74,3045.0
Mauritius,1992,109.96000000000001,3400.0
Mauritius,1993,131.27,3405.0
Mauritius,1994,53.5,3658.0
Mauritius,1995,141.98000000000002,4115.0
Mauritius,1996,67.32000000000001,4444.0
Mauritius,1997,106.47999999999999,4139.0
Mauritius,1998,90.67999999999999,4063.0
Mauritius,1999,141.01,4117.0
Mauritius,2000,37.85,4339.0
Mauritius,2001,87.81,4244.0
Mauritius,2002,104.6,4415.0
Mauritius,2003,55.32,5136.0
Mauritius,2004,80.87,5789.0
Mauritius,2005,34.6,5641.0
Mauritius,2006,125.66,6246.0
Mauritius,2007,82.81,7179.0
Mauritius,2008,11.16,8716.0
Mauritius,2009,82.22,7873.0
Mauritius,2010,50.39,8587.0
Mauritius,2011,99.76,9817.0
Mauritius,2012,26.16,9884.0
Mauritius,2013,85.45,10572.0
Mauritius,2014,91.93,11120.0
Mauritius,2015,69.48,10125.0
Mauritius,2016,31.839999999999996,10570.0
Mauritius,2017,2.372267248,10484.90836
Mauritius,2018,2.6871034060000003,11208.34382
Mauritius,2019,1.264111633,11097.16898
Mauritius,2020,2.765180844,8627.843157
Mexico,1985,5.53,2730.0
Mexico,1986,11.629999999999999,1873.0
Mexico,1987,5.0600000000000005,2064.0
Mexico,1988,5.26,2630.0
Mexico,1989,5.08,3125.0
Mexico,1990,38.44,3595.0
Mexico,1991,5.5600000000000005,4204.0
Mexico,1992,41.64,4830.0
Mexico,1993,5.24,6518.0
Mexico,1994,49.5,6735.0
Mexico,1995,12.89,4505.0
Mexico,1996,18.580000000000002,4904.0
Mexico,1997,6.6000000000000005,5864.0
Mexico,1998,29.17,6064.0
Mexico,1999,6.449999999999999,6800.0
Mexico,2000,6.91,7892.0
Mexico,2001,22.63,8311.0
Mexico,2002,21.57,8357.0
Mexico,2003,32.78,7779.0
Mexico,2004,8.31,8217.0
Mexico,2005,8.64,9071.0
Mexico,2006,51.31,9906.0
Mexico,2007,14.22,10496.0
Mexico,2008,51.67,10864.0
Mexico,2009,18.02,8651.0
Mexico,2010,45.79,9991.0
Mexico,2011,10.36,10965.0
Mexico,2012,10.11,10982.0
Mexico,2013,21.52,11478.0
Mexico,2014,32.33,11663.0
Mexico,2015,11.469999999999999,10228.0
Mexico,2017,2.263120151,9287.849587
Mexico,2018,2.855325988,9686.984927
Mexico,2019,2.854052143,9950.45008
Mexico,2020,2.879403881,8329.271313
Mongolia,2016,117.65,4145.0
Montenegro,2005,165.75,3870.0
Montenegro,2007,90.69,6268.0
Montenegro,2008,197.89000000000001,7705.0
Montenegro,2009,121.88,7023.0
Montenegro,2017,4.659585169,7784.0652900000005
Montenegro,2019,1.125351269,8910.650834
Netherlands,1985,49.33,10428.0
Netherlands,1986,50.92,14479.0
Netherlands,1987,51.95,17560.0
Netherlands,1988,45.69,18661.0
Netherlands,1989,77.45,18310.0
Netherlands,1990,46.1,22425.0
Netherlands,1991,83.58,22906.0
Netherlands,1992,53.45,25205.0
Netherlands,1993,75.57,24385.0
Netherlands,1994,38.26,25997.0
Netherlands,1995,39.65,30850.0
Netherlands,1996,77.78999999999999,30625.0
Netherlands,1997,72.99000000000001,28156.0
Netherlands,1998,69.21,29351.0
Netherlands,1999,63.29,29799.0
Netherlands,2000,55.66,27644.0
Netherlands,2001,75.6,28366.0
Netherlands,2002,51.6,30757.0
Netherlands,2003,35.339999999999996,37614.0
Netherlands,2004,72.53,42614.0
Netherlands,2005,60.08,44289.0
Netherlands,2006,75.64,47281.0
Netherlands,2007,42.59,54418.0
Netherlands,2008,35.64,60375.0
Netherlands,2009,30.15,54988.0
Netherlands,2010,66.73,53302.0
Netherlands,2011,33.230000000000004,56667.0
