data_id,country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
17151,Netherlands,1992,male,75+ years,106,285300,37.15,G.I. Generation,"3,58,33,03,85,840",25205.0
19093,Poland,1992,male,35-54 years,2137,4990200,42.82,Boomers,"94,33,70,50,693",2650.0
19094,Poland,1992,male,55-74 years,1030,2752600,37.42,Silent,"94,33,70,50,693",2650.0
19095,Poland,1992,male,75+ years,157,482200,32.56,G.I. Generation,"94,33,70,50,693",2650.0
19443,Portugal,1992,male,25-34 years,93,714020,13.02,Boomers,"1,07,60,26,89,041",11445.0
19442,Portugal,1992,male,55-74 years,214,892967,23.97,Silent,"1,07,60,26,89,041",11445.0
19441,Portugal,1992,male,75+ years,126,204104,61.73,G.I. Generation,"1,07,60,26,89,041",11445.0
25792,Turkmenistan,1992,female,5-14 years,2,473800,0.42,Millenials,"3,20,05,39,816",984.0
25791,Turkmenistan,1992,male,5-14 years,9,482600,1.86,Millenials,"3,20,05,39,816",984.0
25790,Turkmenistan,1992,female,25-34 years,10,320400,3.12,Boomers,"3,20,05,39,816",984.0
25789,Turkmenistan,1992,female,35-54 years,16,302000,5.3,Boomers,"3,20,05,39,816",984.0
25788,Turkmenistan,1992,male,75+ years,1,16000,6.25,G.I. Generation,"3,20,05,39,816",984.0
25787,Turkmenistan,1992,male,55-74 years,11,138600,7.94,Silent,"3,20,05,39,816",984.0
25786,Turkmenistan,1992,female,55-74 years,14,159700,8.77,Silent,"3,20,05,39,816",984.0
25785,Turkmenistan,1992,female,15-24 years,33,365400,9.03,Generation X,"3,20,05,39,816",984.0
6633,Cuba,1992,female,75+ years,70,202100,34.64,G.I. Generation,"22,08,58,58,243",2227.0
25784,Turkmenistan,1992,female,75+ years,5,32700,15.29,G.I. Generation,"3,20,05,39,816",984.0
25782,Turkmenistan,1992,male,25-34 years,49,305500,16.04,Boomers,"3,20,05,39,816",984.0
25781,Turkmenistan,1992,male,35-54 years,61,277400,21.99,Boomers,"3,20,05,39,816",984.0
19104,Poland,1992,female,5-14 years,3,3222300,0.09,Millenials,"94,33,70,50,693",2650.0
19103,Poland,1992,male,5-14 years,39,3366400,1.16,Millenials,"94,33,70,50,693",2650.0
19102,Poland,1992,female,15-24 years,87,2734300,3.18,Generation X,"94,33,70,50,693",2650.0
19101,Poland,1992,female,25-34 years,128,2739400,4.67,Boomers,"94,33,70,50,693",2650.0
19100,Poland,1992,female,35-54 years,388,5099300,7.61,Boomers,"94,33,70,50,693",2650.0
19099,Poland,1992,female,55-74 years,292,3543900,8.24,Silent,"94,33,70,50,693",2650.0
19098,Poland,1992,female,75+ years,83,996400,8.33,G.I. Generation,"94,33,70,50,693",2650.0
19097,Poland,1992,male,15-24 years,465,2862200,16.25,Generation X,"94,33,70,50,693",2650.0
19096,Poland,1992,male,25-34 years,904,2816200,32.1,Boomers,"94,33,70,50,693",2650.0
25783,Turkmenistan,1992,male,15-24 years,60,378800,15.84,Generation X,"3,20,05,39,816",984.0
19444,Portugal,1992,male,35-54 years,145,1188870,12.2,Boomers,"1,07,60,26,89,041",11445.0
6634,Cuba,1992,female,55-74 years,210,669000,31.39,Silent,"22,08,58,58,243",2227.0
6636,Cuba,1992,female,15-24 years,231,1040500,22.2,Generation X,"22,08,58,58,243",2227.0
7121,Czech Republic,1992,male,75+ years,165,161400,102.23,G.I. Generation,"34,59,00,52,812",3573.0
985,Armenia,1992,male,75+ years,3,28200,10.64,G.I. Generation,"1,27,25,77,456",385.0
986,Armenia,1992,male,55-74 years,15,215100,6.97,Silent,"1,27,25,77,456",385.0
987,Armenia,1992,male,35-54 years,22,360400,6.1,Boomers,"1,27,25,77,456",385.0
988,Armenia,1992,male,25-34 years,15,312600,4.8,Boomers,"1,27,25,77,456",385.0
989,Armenia,1992,female,55-74 years,10,263400,3.8,Silent,"1,27,25,77,456",385.0
990,Armenia,1992,female,75+ years,2,53400,3.75,G.I. Generation,"1,27,25,77,456",385.0
991,Armenia,1992,male,15-24 years,9,300300,3.0,Generation X,"1,27,25,77,456",385.0
992,Armenia,1992,female,35-54 years,6,410800,1.46,Boomers,"1,27,25,77,456",385.0
993,Armenia,1992,female,15-24 years,1,290100,0.34,Generation X,"1,27,25,77,456",385.0
17941,Norway,1992,male,75+ years,36,113200,31.8,G.I. Generation,"1,30,83,80,40,068",32793.0
17942,Norway,1992,male,15-24 years,91,322300,28.23,Generation X,"1,30,83,80,40,068",32793.0
17943,Norway,1992,male,55-74 years,98,358100,27.37,Silent,"1,30,83,80,40,068",32793.0
17944,Norway,1992,male,35-54 years,142,570900,24.87,Boomers,"1,30,83,80,40,068",32793.0
17945,Norway,1992,male,25-34 years,78,335000,23.28,Boomers,"1,30,83,80,40,068",32793.0
17946,Norway,1992,female,35-54 years,68,546600,12.44,Boomers,"1,30,83,80,40,068",32793.0
17947,Norway,1992,female,55-74 years,43,400400,10.74,Silent,"1,30,83,80,40,068",32793.0
17948,Norway,1992,female,75+ years,18,195400,9.21,G.I. Generation,"1,30,83,80,40,068",32793.0
17949,Norway,1992,female,25-34 years,21,316800,6.63,Boomers,"1,30,83,80,40,068",32793.0
17950,Norway,1992,female,15-24 years,16,308300,5.19,Generation X,"1,30,83,80,40,068",32793.0
17951,Norway,1992,male,5-14 years,4,268100,1.49,Millenials,"1,30,83,80,40,068",32793.0
17952,Norway,1992,female,5-14 years,1,254700,0.39,Millenials,"1,30,83,80,40,068",32793.0
1875,Austria,1992,female,75+ years,98,348912,28.09,G.I. Generation,"1,95,07,81,26,346",26450.0
7122,Czech Republic,1992,male,55-74 years,394,811100,48.58,Silent,"34,59,00,52,812",3573.0
7123,Czech Republic,1992,male,35-54 years,623,1454300,42.84,Boomers,"34,59,00,52,812",3573.0
7124,Czech Republic,1992,female,75+ years,104,337800,30.79,G.I. Generation,"34,59,00,52,812",3573.0
7125,Czech Republic,1992,male,25-34 years,172,685500,25.09,Boomers,"34,59,00,52,812",3573.0
6637,Cuba,1992,male,25-34 years,214,995700,21.49,Boomers,"22,08,58,58,243",2227.0
6638,Cuba,1992,female,35-54 years,256,1278000,20.03,Boomers,"22,08,58,58,243",2227.0
6639,Cuba,1992,female,25-34 years,183,989700,18.49,Boomers,"22,08,58,58,243",2227.0
6640,Cuba,1992,male,15-24 years,164,1085500,15.11,Generation X,"22,08,58,58,243",2227.0
6641,Cuba,1992,female,5-14 years,16,765100,2.09,Millenials,"22,08,58,58,243",2227.0
6642,Cuba,1992,male,5-14 years,5,802100,0.62,Millenials,"22,08,58,58,243",2227.0
17533,New Zealand,1992,male,15-24 years,112,284800,39.33,Generation X,"41,63,60,05,955",12868.0
17534,New Zealand,1992,male,25-34 years,98,278400,35.2,Boomers,"41,63,60,05,955",12868.0
17535,New Zealand,1992,male,55-74 years,67,254700,26.31,Silent,"41,63,60,05,955",12868.0
17536,New Zealand,1992,male,75+ years,15,60000,25.0,G.I. Generation,"41,63,60,05,955",12868.0
17537,New Zealand,1992,male,35-54 years,101,440400,22.93,Boomers,"41,63,60,05,955",12868.0
6635,Cuba,1992,male,35-54 years,376,1246800,30.16,Boomers,"22,08,58,58,243",2227.0
17538,New Zealand,1992,female,55-74 years,22,272600,8.07,Silent,"41,63,60,05,955",12868.0
17540,New Zealand,1992,female,15-24 years,17,286500,5.93,Generation X,"41,63,60,05,955",12868.0
17541,New Zealand,1992,female,75+ years,6,101700,5.9,G.I. Generation,"41,63,60,05,955",12868.0
17542,New Zealand,1992,female,25-34 years,15,290000,5.17,Boomers,"41,63,60,05,955",12868.0
17543,New Zealand,1992,male,5-14 years,4,267200,1.5,Millenials,"41,63,60,05,955",12868.0
17544,New Zealand,1992,female,5-14 years,1,254000,0.39,Millenials,"41,63,60,05,955",12868.0
7131,Czech Republic,1992,male,5-14 years,9,745800,1.21,Millenials,"34,59,00,52,812",3573.0
7130,Czech Republic,1992,female,15-24 years,22,789000,2.79,Generation X,"34,59,00,52,812",3573.0
7129,Czech Republic,1992,female,25-34 years,52,660200,7.88,Boomers,"34,59,00,52,812",3573.0
7128,Czech Republic,1992,female,35-54 years,164,1465300,11.19,Boomers,"34,59,00,52,812",3573.0
7127,Czech Republic,1992,male,15-24 years,122,825400,14.78,Generation X,"34,59,00,52,812",3573.0
7126,Czech Republic,1992,female,55-74 years,164,1035800,15.83,Silent,"34,59,00,52,812",3573.0
17539,New Zealand,1992,female,35-54 years,35,445300,7.86,Boomers,"41,63,60,05,955",12868.0
16267,Mauritius,1992,male,75+ years,3,6600,45.45,G.I. Generation,"3,22,42,67,548",3400.0
19445,Portugal,1992,female,75+ years,40,344289,11.62,G.I. Generation,"1,07,60,26,89,041",11445.0
19447,Portugal,1992,male,15-24 years,47,823502,5.71,Generation X,"1,07,60,26,89,041",11445.0
16275,Mauritius,1992,female,75+ years,1,11800,8.47,G.I. Generation,"3,22,42,67,548",3400.0
16276,Mauritius,1992,female,55-74 years,3,54700,5.48,Silent,"3,22,42,67,548",3400.0
16277,Mauritius,1992,female,5-14 years,4,99300,4.03,Millenials,"3,22,42,67,548",3400.0
16278,Mauritius,1992,male,5-14 years,1,102400,0.98,Millenials,"3,22,42,67,548",3400.0
8102,El Salvador,1992,male,5-14 years,6,694500,0.86,Millenials,"5,81,33,99,300",1266.0
8101,El Salvador,1992,female,55-74 years,2,227500,0.88,Silent,"5,81,33,99,300",1266.0
8100,El Salvador,1992,female,5-14 years,6,673800,0.89,Millenials,"5,81,33,99,300",1266.0
8099,El Salvador,1992,female,35-54 years,16,453500,3.53,Boomers,"5,81,33,99,300",1266.0
8098,El Salvador,1992,female,75+ years,2,42600,4.69,G.I. Generation,"5,81,33,99,300",1266.0
8097,El Salvador,1992,female,25-34 years,34,378700,8.98,Boomers,"5,81,33,99,300",1266.0
8096,El Salvador,1992,male,75+ years,4,28500,14.04,G.I. Generation,"5,81,33,99,300",1266.0
8095,El Salvador,1992,male,15-24 years,83,568700,14.59,Generation X,"5,81,33,99,300",1266.0
8094,El Salvador,1992,female,15-24 years,87,582300,14.94,Generation X,"5,81,33,99,300",1266.0
8093,El Salvador,1992,male,35-54 years,71,415900,17.07,Boomers,"5,81,33,99,300",1266.0
8092,El Salvador,1992,male,55-74 years,36,198300,18.15,Silent,"5,81,33,99,300",1266.0
8091,El Salvador,1992,male,25-34 years,72,327300,22.0,Boomers,"5,81,33,99,300",1266.0
19774,Puerto Rico,1992,female,25-34 years,3,280600,1.07,Boomers,"34,63,04,30,000",10533.0
19773,Puerto Rico,1992,female,15-24 years,5,314100,1.59,Generation X,"34,63,04,30,000",10533.0
19772,Puerto Rico,1992,female,75+ years,2,82500,2.42,G.I. Generation,"34,63,04,30,000",10533.0
19771,Puerto Rico,1992,female,35-54 years,15,455200,3.3,Boomers,"34,63,04,30,000",10533.0
19770,Puerto Rico,1992,female,55-74 years,10,259300,3.86,Silent,"34,63,04,30,000",10533.0
19769,Puerto Rico,1992,male,15-24 years,31,318000,9.75,Generation X,"34,63,04,30,000",10533.0
19768,Puerto Rico,1992,male,25-34 years,61,253800,24.03,Boomers,"34,63,04,30,000",10533.0
16274,Mauritius,1992,female,25-34 years,11,96800,11.36,Boomers,"3,22,42,67,548",3400.0
16273,Mauritius,1992,female,35-54 years,14,118500,11.81,Boomers,"3,22,42,67,548",3400.0
5732,Colombia,1992,female,75+ years,1,274400,0.36,G.I. Generation,"49,27,95,85,355",1664.0
5731,Colombia,1992,male,5-14 years,17,3917400,0.43,Millenials,"49,27,95,85,355",1664.0
16269,Mauritius,1992,male,25-34 years,24,101400,23.67,Boomers,"3,22,42,67,548",3400.0
16270,Mauritius,1992,male,15-24 years,17,96800,17.56,Generation X,"3,22,42,67,548",3400.0
16271,Mauritius,1992,male,55-74 years,8,48000,16.67,Silent,"3,22,42,67,548",3400.0
16272,Mauritius,1992,female,15-24 years,13,93200,13.95,Generation X,"3,22,42,67,548",3400.0
27592,Uzbekistan,1992,female,5-14 years,8,2683800,0.3,Millenials,"12,94,12,97,376",709.0
27591,Uzbekistan,1992,male,5-14 years,49,2737500,1.79,Millenials,"12,94,12,97,376",709.0
27590,Uzbekistan,1992,female,35-54 years,65,1603900,4.05,Boomers,"12,94,12,97,376",709.0
27589,Uzbekistan,1992,female,25-34 years,81,1769700,4.58,Boomers,"12,94,12,97,376",709.0
27588,Uzbekistan,1992,female,15-24 years,108,2081800,5.19,Generation X,"12,94,12,97,376",709.0
27587,Uzbekistan,1992,female,55-74 years,57,912800,6.24,Silent,"12,94,12,97,376",709.0
27586,Uzbekistan,1992,male,15-24 years,257,2079600,12.36,Generation X,"12,94,12,97,376",709.0
19767,Puerto Rico,1992,male,35-54 years,98,397100,24.68,Boomers,"34,63,04,30,000",10533.0
27585,Uzbekistan,1992,female,75+ years,29,232900,12.45,G.I. Generation,"12,94,12,97,376",709.0
27583,Uzbekistan,1992,male,55-74 years,105,701800,14.96,Silent,"12,94,12,97,376",709.0
5721,Colombia,1992,male,55-74 years,108,1154900,9.35,Silent,"49,27,95,85,355",1664.0
5722,Colombia,1992,male,75+ years,20,215800,9.27,G.I. Generation,"49,27,95,85,355",1664.0
5723,Colombia,1992,male,25-34 years,251,2922400,8.59,Boomers,"49,27,95,85,355",1664.0
5724,Colombia,1992,male,15-24 years,274,3373400,8.12,Generation X,"49,27,95,85,355",1664.0
5725,Colombia,1992,male,35-54 years,180,3058800,5.88,Boomers,"49,27,95,85,355",1664.0
5726,Colombia,1992,female,15-24 years,111,3331300,3.33,Generation X,"49,27,95,85,355",1664.0
5727,Colombia,1992,female,25-34 years,53,2997700,1.77,Boomers,"49,27,95,85,355",1664.0
5728,Colombia,1992,female,35-54 years,48,3267600,1.47,Boomers,"49,27,95,85,355",1664.0
5729,Colombia,1992,female,55-74 years,6,1315300,0.46,Silent,"49,27,95,85,355",1664.0
5730,Colombia,1992,female,5-14 years,17,3786400,0.45,Millenials,"49,27,95,85,355",1664.0
27584,Uzbekistan,1992,male,25-34 years,258,1741600,14.81,Boomers,"12,94,12,97,376",709.0
19446,Portugal,1992,female,55-74 years,84,1069050,7.86,Silent,"1,07,60,26,89,041",11445.0
19766,Puerto Rico,1992,male,55-74 years,66,221400,29.81,Silent,"34,63,04,30,000",10533.0
25397,Trinidad and Tobago,1992,male,75+ years,7,13700,51.09,G.I. Generation,"5,43,95,52,941",4803.0
6097,Costa Rica,1992,male,15-24 years,28,301000,9.3,Generation X,"8,52,85,93,084",3070.0
6098,Costa Rica,1992,female,25-34 years,12,272500,4.4,Boomers,"8,52,85,93,084",3070.0
6099,Costa Rica,1992,female,15-24 years,5,288800,1.73,Generation X,"8,52,85,93,084",3070.0
6100,Costa Rica,1992,female,55-74 years,2,128100,1.56,Silent,"8,52,85,93,084",3070.0
6101,Costa Rica,1992,female,35-54 years,4,300600,1.33,Boomers,"8,52,85,93,084",3070.0
6102,Costa Rica,1992,male,5-14 years,2,375600,0.53,Millenials,"8,52,85,93,084",3070.0
7790,Ecuador,1992,male,5-14 years,7,1304282,0.54,Millenials,"18,09,42,38,119",1955.0
7789,Ecuador,1992,female,55-74 years,4,404377,0.99,Silent,"18,09,42,38,119",1955.0
7788,Ecuador,1992,female,5-14 years,13,1264449,1.03,Millenials,"18,09,42,38,119",1955.0
7787,Ecuador,1992,female,35-54 years,20,954268,2.1,Boomers,"18,09,42,38,119",1955.0
7786,Ecuador,1992,female,75+ years,3,95162,3.15,G.I. Generation,"18,09,42,38,119",1955.0
7785,Ecuador,1992,female,25-34 years,40,825399,4.85,Boomers,"18,09,42,38,119",1955.0
7784,Ecuador,1992,male,35-54 years,69,945954,7.29,Boomers,"18,09,42,38,119",1955.0
7783,Ecuador,1992,female,15-24 years,92,1071397,8.59,Generation X,"18,09,42,38,119",1955.0
26934,United States,1992,male,55-74 years,4818,18038900,26.71,Silent,"65,39,29,90,00,000",27760.0
7782,Ecuador,1992,male,15-24 years,114,1095624,10.41,Generation X,"18,09,42,38,119",1955.0
7781,Ecuador,1992,male,55-74 years,40,380709,10.51,Silent,"18,09,42,38,119",1955.0
7780,Ecuador,1992,male,25-34 years,91,833688,10.92,Boomers,"18,09,42,38,119",1955.0
7779,Ecuador,1992,male,75+ years,12,77846,15.42,G.I. Generation,"18,09,42,38,119",1955.0
19451,Portugal,1992,male,5-14 years,5,689877,0.72,Millenials,"1,07,60,26,89,041",11445.0
19450,Portugal,1992,female,15-24 years,17,803379,2.12,Generation X,"1,07,60,26,89,041",11445.0
19449,Portugal,1992,female,25-34 years,33,732876,4.5,Boomers,"1,07,60,26,89,041",11445.0
19448,Portugal,1992,female,35-54 years,62,1279526,4.85,Boomers,"1,07,60,26,89,041",11445.0
6096,Costa Rica,1992,male,25-34 years,30,280800,10.68,Boomers,"8,52,85,93,084",3070.0
6095,Costa Rica,1992,male,55-74 years,15,121500,12.35,Silent,"8,52,85,93,084",3070.0
6094,Costa Rica,1992,male,75+ years,3,20200,14.85,G.I. Generation,"8,52,85,93,084",3070.0
6093,Costa Rica,1992,male,35-54 years,48,303600,15.81,Boomers,"8,52,85,93,084",3070.0
25398,Trinidad and Tobago,1992,male,25-34 years,37,113500,32.6,Boomers,"5,43,95,52,941",4803.0
25399,Trinidad and Tobago,1992,male,35-54 years,44,140500,31.32,Boomers,"5,43,95,52,941",4803.0
25400,Trinidad and Tobago,1992,male,55-74 years,16,61400,26.06,Silent,"5,43,95,52,941",4803.0
25401,Trinidad and Tobago,1992,male,15-24 years,31,121600,25.49,Generation X,"5,43,95,52,941",4803.0
25402,Trinidad and Tobago,1992,female,15-24 years,9,102800,8.75,Generation X,"5,43,95,52,941",4803.0
25403,Trinidad and Tobago,1992,female,25-34 years,6,98600,6.09,Boomers,"5,43,95,52,941",4803.0
25404,Trinidad and Tobago,1992,female,55-74 years,3,56500,5.31,Silent,"5,43,95,52,941",4803.0
25405,Trinidad and Tobago,1992,female,35-54 years,5,121800,4.11,Boomers,"5,43,95,52,941",4803.0
25406,Trinidad and Tobago,1992,female,5-14 years,3,131500,2.28,Millenials,"5,43,95,52,941",4803.0
25407,Trinidad and Tobago,1992,male,5-14 years,2,155000,1.29,Millenials,"5,43,95,52,941",4803.0
27582,Uzbekistan,1992,male,75+ years,19,125500,15.14,G.I. Generation,"12,94,12,97,376",709.0
19765,Puerto Rico,1992,male,75+ years,23,66100,34.8,G.I. Generation,"34,63,04,30,000",10533.0
27581,Uzbekistan,1992,male,35-54 years,308,1586100,19.42,Boomers,"12,94,12,97,376",709.0
16650,Mexico,1992,male,55-74 years,243,2862600,8.49,Silent,"3,63,60,91,63,462",4830.0
16651,Mexico,1992,male,25-34 years,484,6347100,7.63,Boomers,"3,63,60,91,63,462",4830.0
16652,Mexico,1992,male,35-54 years,482,7168700,6.72,Boomers,"3,63,60,91,63,462",4830.0
16653,Mexico,1992,male,15-24 years,554,9572400,5.79,Generation X,"3,63,60,91,63,462",4830.0
16654,Mexico,1992,female,15-24 years,126,9605800,1.31,Generation X,"3,63,60,91,63,462",4830.0
16655,Mexico,1992,female,25-34 years,84,6654900,1.26,Boomers,"3,63,60,91,63,462",4830.0
16656,Mexico,1992,female,75+ years,8,730100,1.1,G.I. Generation,"3,63,60,91,63,462",4830.0
16657,Mexico,1992,female,55-74 years,33,3193600,1.03,Silent,"3,63,60,91,63,462",4830.0
16658,Mexico,1992,female,35-54 years,66,7544500,0.87,Boomers,"3,63,60,91,63,462",4830.0
16659,Mexico,1992,male,5-14 years,41,10704300,0.38,Millenials,"3,63,60,91,63,462",4830.0
16660,Mexico,1992,female,5-14 years,21,10352200,0.2,Millenials,"3,63,60,91,63,462",4830.0
16649,Mexico,1992,male,75+ years,95,549600,17.29,G.I. Generation,"3,63,60,91,63,462",4830.0
26935,United States,1992,male,25-34 years,5102,21232500,24.03,Boomers,"65,39,29,90,00,000",27760.0
9175,France,1992,female,75+ years,599,2470100,24.25,G.I. Generation,"14,01,46,59,23,172",26136.0
26937,United States,1992,male,15-24 years,4044,18478000,21.89,Generation X,"65,39,29,90,00,000",27760.0
9737,Germany,1992,female,75+ years,1105,3796100,29.11,G.I. Generation,"21,23,13,08,70,382",27888.0
9738,Germany,1992,male,35-54 years,3250,11253500,28.88,Boomers,"21,23,13,08,70,382",27888.0
9739,Germany,1992,male,25-34 years,1576,7109900,22.17,Boomers,"21,23,13,08,70,382",27888.0
9740,Germany,1992,female,55-74 years,1375,8957600,15.35,Silent,"21,23,13,08,70,382",27888.0
9741,Germany,1992,male,15-24 years,674,5203300,12.95,Generation X,"21,23,13,08,70,382",27888.0
9742,Germany,1992,female,35-54 years,1093,10830700,10.09,Boomers,"21,23,13,08,70,382",27888.0
9743,Germany,1992,female,25-34 years,384,6626000,5.8,Boomers,"21,23,13,08,70,382",27888.0
9736,Germany,1992,male,55-74 years,2405,7149100,33.64,Silent,"21,23,13,08,70,382",27888.0
9744,Germany,1992,female,15-24 years,163,4914400,3.32,Generation X,"21,23,13,08,70,382",27888.0
24120,Suriname,1992,male,15-24 years,9,42389,21.23,Generation X,"40,46,00,000",1093.0
4268,Brazil,1992,female,5-14 years,36,17651310,0.2,Millenials,"4,00,59,92,50,000",2924.0
4267,Brazil,1992,male,5-14 years,39,18169763,0.21,Millenials,"4,00,59,92,50,000",2924.0
4266,Brazil,1992,female,15-24 years,283,14937179,1.89,Generation X,"4,00,59,92,50,000",2924.0
4265,Brazil,1992,female,25-34 years,262,12985784,2.02,Boomers,"4,00,59,92,50,000",2924.0
4264,Brazil,1992,female,55-74 years,166,6848963,2.42,Silent,"4,00,59,92,50,000",2924.0
4263,Brazil,1992,female,35-54 years,391,15718299,2.49,Boomers,"4,00,59,92,50,000",2924.0
9746,Germany,1992,female,5-14 years,12,4236800,0.28,Millenials,"21,23,13,08,70,382",27888.0
4262,Brazil,1992,female,75+ years,36,1221291,2.95,G.I. Generation,"4,00,59,92,50,000",2924.0
9735,Germany,1992,male,75+ years,1395,1587600,87.87,G.I. Generation,"21,23,13,08,70,382",27888.0
13764,Kazakhstan,1992,male,25-34 years,676,1421100,47.57,Boomers,"24,90,69,39,560",1644.0
14063,Kiribati,1992,male,35-54 years,1,6226,16.06,Boomers,"4,77,37,955",759.0
14062,Kiribati,1992,male,15-24 years,2,6669,29.99,Generation X,"4,77,37,955",759.0
14061,Kiribati,1992,female,55-74 years,1,2799,35.73,Silent,"4,77,37,955",759.0
24125,Suriname,1992,female,5-14 years,2,43929,4.55,Millenials,"40,46,00,000",1093.0
24124,Suriname,1992,female,55-74 years,1,20189,4.95,Silent,"40,46,00,000",1093.0
24123,Suriname,1992,female,35-54 years,2,38576,5.18,Boomers,"40,46,00,000",1093.0
24122,Suriname,1992,female,25-34 years,2,36206,5.52,Boomers,"40,46,00,000",1093.0
13763,Kazakhstan,1992,male,55-74 years,390,785400,49.66,Silent,"24,90,69,39,560",1644.0
24121,Suriname,1992,female,15-24 years,6,39704,15.11,Generation X,"40,46,00,000",1093.0
13771,Kazakhstan,1992,male,5-14 years,63,1751600,3.6,Millenials,"24,90,69,39,560",1644.0
13770,Kazakhstan,1992,female,25-34 years,132,1414300,9.33,Boomers,"24,90,69,39,560",1644.0
13769,Kazakhstan,1992,female,15-24 years,144,1385000,10.4,Generation X,"24,90,69,39,560",1644.0
13768,Kazakhstan,1992,female,35-54 years,217,1900200,11.42,Boomers,"24,90,69,39,560",1644.0
13767,Kazakhstan,1992,female,55-74 years,194,1132100,17.14,Silent,"24,90,69,39,560",1644.0
13766,Kazakhstan,1992,female,75+ years,84,298600,28.13,G.I. Generation,"24,90,69,39,560",1644.0
13765,Kazakhstan,1992,male,15-24 years,453,1459100,31.05,Generation X,"24,90,69,39,560",1644.0
13772,Kazakhstan,1992,female,5-14 years,14,1706200,0.82,Millenials,"24,90,69,39,560",1644.0
4261,Brazil,1992,male,15-24 years,816,14998739,5.44,Generation X,"4,00,59,92,50,000",2924.0
4260,Brazil,1992,male,25-34 years,981,12740352,7.7,Boomers,"4,00,59,92,50,000",2924.0
4259,Brazil,1992,male,35-54 years,1408,15081747,9.34,Boomers,"4,00,59,92,50,000",2924.0
13456,Japan,1992,male,15-24 years,996,9743000,10.22,Generation X,"39,08,80,94,63,464",33320.0
13455,Japan,1992,female,35-54 years,1998,18131000,11.02,Boomers,"39,08,80,94,63,464",33320.0
13454,Japan,1992,male,25-34 years,1501,7985000,18.8,Boomers,"39,08,80,94,63,464",33320.0
13453,Japan,1992,female,55-74 years,2555,13232000,19.31,Silent,"39,08,80,94,63,464",33320.0
13452,Japan,1992,male,35-54 years,5269,18135000,29.05,Boomers,"39,08,80,94,63,464",33320.0
13451,Japan,1992,male,55-74 years,4155,11475000,36.21,Silent,"39,08,80,94,63,464",33320.0
13450,Japan,1992,female,75+ years,1702,4072000,41.8,G.I. Generation,"39,08,80,94,63,464",33320.0
13457,Japan,1992,female,25-34 years,633,7810000,8.1,Boomers,"39,08,80,94,63,464",33320.0
13449,Japan,1992,male,75+ years,1423,2375000,59.92,G.I. Generation,"39,08,80,94,63,464",33320.0
25049,Thailand,1992,male,5-14 years,11,5819120,0.19,Millenials,"1,11,45,28,69,378",2120.0
25048,Thailand,1992,female,55-74 years,86,2905183,2.96,Silent,"1,11,45,28,69,378",2120.0
25047,Thailand,1992,female,75+ years,17,548576,3.1,G.I. Generation,"1,11,45,28,69,378",2120.0
25046,Thailand,1992,female,35-54 years,283,6521746,4.34,Boomers,"1,11,45,28,69,378",2120.0
25045,Thailand,1992,female,25-34 years,322,5061899,6.36,Boomers,"1,11,45,28,69,378",2120.0
25044,Thailand,1992,female,15-24 years,475,5920487,8.02,Generation X,"1,11,45,28,69,378",2120.0
25043,Thailand,1992,male,55-74 years,274,2638704,10.38,Silent,"1,11,45,28,69,378",2120.0
25050,Thailand,1992,female,5-14 years,8,5624480,0.14,Millenials,"1,11,45,28,69,378",2120.0
13458,Japan,1992,female,15-24 years,440,9292000,4.74,Generation X,"39,08,80,94,63,464",33320.0
13459,Japan,1992,male,5-14 years,52,7720000,0.67,Millenials,"39,08,80,94,63,464",33320.0
13460,Japan,1992,female,5-14 years,32,7341000,0.44,Millenials,"39,08,80,94,63,464",33320.0
4258,Brazil,1992,male,55-74 years,643,5899574,10.9,Silent,"4,00,59,92,50,000",2924.0
4257,Brazil,1992,male,75+ years,146,754020,19.36,G.I. Generation,"4,00,59,92,50,000",2924.0
24119,Suriname,1992,male,35-54 years,10,38358,26.07,Boomers,"40,46,00,000",1093.0
24118,Suriname,1992,male,55-74 years,5,18529,26.98,Silent,"40,46,00,000",1093.0
24117,Suriname,1992,male,25-34 years,11,38778,28.37,Boomers,"40,46,00,000",1093.0
2193,Azerbaijan,1992,male,35-54 years,39,610500,6.39,Boomers,"4,99,13,50,458",784.0
2194,Azerbaijan,1992,male,55-74 years,18,340500,5.29,Silent,"4,99,13,50,458",784.0
2195,Azerbaijan,1992,female,75+ years,5,97200,5.14,G.I. Generation,"4,99,13,50,458",784.0
2196,Azerbaijan,1992,male,75+ years,2,40300,4.96,G.I. Generation,"4,99,13,50,458",784.0
2197,Azerbaijan,1992,male,25-34 years,24,634300,3.78,Boomers,"4,99,13,50,458",784.0
2198,Azerbaijan,1992,male,15-24 years,23,683300,3.37,Generation X,"4,99,13,50,458",784.0
2199,Azerbaijan,1992,female,55-74 years,11,424500,2.59,Silent,"4,99,13,50,458",784.0
2200,Azerbaijan,1992,female,25-34 years,10,702900,1.42,Boomers,"4,99,13,50,458",784.0
13762,Kazakhstan,1992,male,35-54 years,925,1794700,51.54,Boomers,"24,90,69,39,560",1644.0
13761,Kazakhstan,1992,male,75+ years,64,101800,62.87,G.I. Generation,"24,90,69,39,560",1644.0
2201,Azerbaijan,1992,female,15-24 years,8,643000,1.24,Generation X,"4,99,13,50,458",784.0
